,recall,precision,pf,wins
abbot.csv,0.82,0.4,0.71,163
acdk.csv,0.445,0.51,0.25,590
acegisecurity.csv,0.64,0.425,0.48,363
adaptagrams.csv,0.41,0.5,0.22,592
adobe-source.csv,0.48,0.45,0.34,475
adonthell.csv,0.51,0.375,0.46499999999999997,240
agilitybook.csv,0.42,0.39,0.4,275
aime.csv,0.3,0.33,0.28,290
alembik.csv,0.27,0.55,0.13,613
algebsql.csv,0.39,0.33,0.51,92
all-plasm.csv,0.33,0.4,0.29,386
alleg.csv,0.5,0.39,0.42,299
alpine.csv,0.72,0.405,0.6,236
alsa.csv,0.67,0.44,0.51,359
amanda.csv,0.535,0.44,0.415,399
amateur-scrolls.csv,0.2,0.33,0.15,408
ambulant.csv,0.65,0.39,0.64,135
amygdala.csv,0.4,0.39,0.38,289
anaxagora.csv,0.63,0.42,0.49,333
apertium.csv,0.33,0.395,0.27,406
apolloplayer.csv,0.57,0.41,0.42,383
applet2app.csv,0.58,0.5,0.35,560
arcallians.csv,0.67,0.43,0.51,346
archive-crawler.csv,0.43,0.41,0.36,369
ardour.csv,0.51,0.5,0.3,574
arianne.csv,0.95,0.375,0.93,31
array4j.csv,0.59,0.35,0.62,97
arsenal-1.csv,0.25,0.47,0.17,553
atlc.csv,0.69,0.38,0.67,117
atomsite.csv,0.71,0.4,0.62,205
atunes.csv,0.61,0.42,0.46,365
auber.csv,0.8,0.4,0.72,137
aubit4gl.csv,0.14,0.375,0.13,440
aufs.csv,0.26,0.315,0.255,278
autat.csv,0.29,0.47,0.18,561
autofac.csv,0.58,0.43,0.44,384
autoopencas.csv,0.3,0.27,0.45,73
avifile.csv,0.44,0.36,0.5,155
avisynth2.csv,0.025,0.275,0.02,404
awemud.csv,0.575,0.45,0.395,462
aztec.csv,0.36,0.5,0.21,584
azureus.csv,0.85,0.39,0.8,88
baadengine.csv,0.89,0.4,0.77,132
bacnet.csv,0.46,0.45,0.33,474
bacula.csv,0.73,0.42,0.59,264
badtrinity-zero.csv,0.44,0.43,0.33,437
badtrinitycore.csv,0.345,0.41,0.26,443
barracudamvc.csv,0.93,0.35,0.97,1
bdbbasic.csv,0.45,0.4,0.36,374
beast-mcmc.csv,0.74,0.44,0.57,312
benojt.csv,1.0,0.365,1.0,8
betoffice.csv,0.71,0.32,0.83,2
bibedt.csv,0.54,0.44,0.39,435
bibletime.csv,0.7,0.42,0.535,308
bigdata.csv,0.44,0.41,0.375,352
bionote.csv,0.35,0.5,0.19,592
bl-toolkit.csv,0.69,0.36,0.71,80
blogentis.csv,0.52,0.355,0.645,59
bloodycore.csv,0.20500000000000002,0.38,0.18,423
blue-c.csv,0.76,0.42,0.64,221
bnetd.csv,0.77,0.39,0.69,150
bochs.csv,0.72,0.38,0.63,185
boost-sandbox.csv,0.565,0.36,0.55,161
boost.csv,0.62,0.44,0.44,419
botsnscouts.csv,0.64,0.46,0.43,469
brlcad.csv,0.28,0.45,0.18,543
bscwweasel.csv,0.28,0.455,0.18,544
bullet.csv,0.61,0.38,0.58,175
bulmages.csv,0.18,0.33,0.13,418
bwapi.csv,0.96,0.36,0.96,13
bzbyte.csv,0.22,0.08499999999999999,0.175,143
calcubetimer.csv,0.745,0.385,0.65,178
capcode.csv,0.58,0.37,0.59,133
carabiner.csv,0.69,0.43,0.52,346
cascading.csv,0.69,0.42,0.52,333
chaperon.csv,0.41,0.35,0.44,193
checker-framework.csv,0.86,0.38,0.81,82
chipster.csv,0.15,0.38,0.12,468
cities3d.csv,0.27,0.37,0.20500000000000002,421
clamav.csv,0.74,0.4,0.6,242
cleartk.csv,0.74,0.39,0.655,172
co-ode-owl-plugins.csv,0.5,0.39,0.47,250
codeblocks.csv,0.64,0.45,0.42,474
codepurge.csv,0.53,0.43,0.415,384
continuum-ide.csv,0.175,0.4,0.16,452
coot.csv,0.5,0.33,0.48,183
cornerstone.csv,0.26,0.515,0.12,608
crisscross.csv,0.93,0.37,0.905,35
critterding.csv,0.88,0.37,0.85,55
ctrlr.csv,0.22,0.28,0.335,141
cubefs.csv,0.54,0.39,0.48,259
cuberok.csv,0.56,0.415,0.46,311
customsagetv.csv,0.15,0.5,0.09,591
customwars.csv,0.52,0.48,0.33,535
dataobjectsdotnet.csv,0.64,0.39,0.54,249
decidr.csv,0.87,0.385,0.81,86
delphilhlplib.csv,0.67,0.42,0.52,308
doomlegacy.csv,0.72,0.44,0.595,272
dspace-gsoc.csv,0.705,0.44,0.55,320
dsworkbench.csv,0.08,0.325,0.07,428
dvd-create.csv,0.73,0.4,0.6,237
dvt.csv,0.32,0.42,0.245,458
dxengine.csv,0.34,0.38,0.3,354
dynalloy.csv,0.64,0.38,0.6,168
e-bio-flow.csv,0.31,0.45,0.19,548
echongl.csv,0.495,0.42,0.41,355
electric-core.csv,0.77,0.425,0.6,277
elmo.csv,0.28500000000000003,0.435,0.23,477
emeraldemu.csv,0.43,0.47,0.3,510
emftriple.csv,0.14500000000000002,0.25,0.23,192
emisview.csv,0.2,0.42,0.12,539
emite.csv,0.27,0.45,0.2,515
empserver.csv,0.76,0.39,0.675,159
empyrean.csv,0.0,0.0,0.0,141
emulemorph.csv,0.02,0.2,0.01,328
encog-cs.csv,0.785,0.36,0.79,58
encog-java.csv,0.08,0.395,0.05,526
enlightenment.csv,1.0,0.38,1.0,11
enzo.csv,0.94,0.37,0.92,32
esmf.csv,0.67,0.41,0.55,268
etherboot.csv,0.48,0.16,0.28,231
etics.csv,0.4,0.52,0.21,601
exist.csv,0.94,0.39,0.9,52
exordium.csv,0.625,0.46,0.44,444
extprosys.csv,0.79,0.37,0.75,91
fbmanager.csv,0.005,0.01,0.0,153
fceugc.csv,0.4,0.38,0.39,269
fido.csv,0.0,0.0,0.0,141
findbugs.csv,0.61,0.43,0.46,379
firebird.csv,0.82,0.415,0.68,213
firebreath.csv,0.56,0.47,0.38,494
fityk.csv,0.66,0.44,0.48,395
fleet-simulator.csv,0.88,0.39,0.79,101
flexpay.csv,0.43,0.37,0.42,245
fltk.csv,0.61,0.43,0.47,361
fluidium.csv,0.005,0.035,0.02,154
flylegacy.csv,0.57,0.42,0.4,417
flylinkdc.csv,0.82,0.39,0.73,128
fm-classic.csv,0.1,0.45,0.065,565
fmri-dmt.csv,0.58,0.32,0.695,34
fontforge.csv,0.92,0.39,0.85,78
forester-atv.csv,0.17,0.4,0.13,491
foursquared.csv,0.14,0.38,0.09,499
free-evolution.csv,0.53,0.41,0.42,352
freebios.csv,0.45,0.34,0.51,123
freedom-erp.csv,0.12,0.33,0.09,434
freelords.csv,0.77,0.41,0.63,234
freenet.csv,0.87,0.37,0.87,39
freewrl.csv,0.75,0.4,0.65,194
fritzing.csv,0.55,0.47,0.36,511
frogatto.csv,0.83,0.4,0.7,186
fw4spl.csv,0.455,0.44,0.35,431
gabel.csv,0.34,0.535,0.18,607
galaxium.csv,0.6,0.48,0.38,525
gamestone.csv,0.19,0.36,0.2,368
gbif-indexingtoolkit.csv,0.37,0.35,0.39,220
gbif-providertoolkit.csv,0.315,0.4,0.25,425
gdis.csv,0.61,0.41,0.51,276
gebr.csv,0.96,0.38,0.91,47
genecys.csv,0.6,0.37,0.62,112
geotools.csv,0.77,0.4,0.675,177
gephex.csv,0.84,0.37,0.83,55
glas.csv,0.64,0.435,0.46,402
glelite.csv,0.92,0.38,0.89,47
gmerlin.csv,0.86,0.32,0.745,90
gnome-jabber.csv,0.62,0.4,0.54,241
gnukeda.csv,0.57,0.37,0.55,180
gnupdate.csv,0.5,0.41,0.43,304
go.csv,0.73,0.43,0.55,328
gogoego.csv,0.71,0.415,0.53,324
google-caja.csv,0.805,0.42,0.61,284
google-collections.csv,1.0,0.36,1.0,4
google-gears.csv,0.73,0.39,0.62,207
