,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.29,0.29,0.14,0.3,0.17,0.17,0.1,0.19,0.13,0.31,0.18,0.49,0.45,0.05
biopax.csv,0.79,1.0,1.0,1.0,0.74,0.89,0.94,0.95,0.9,1.0,0.88,0.92,1.0,0.0
gnupdate.csv,0.54,0.41,0.45,0.84,0.98,0.64,0.2,0.77,0.88,0.31,0.57,0.85,0.5,0.65
les-indemodables.csv,0.38,0.83,0.92,0.57,0.48,0.29,0.37,0.23,0.62,0.49,0.65,0.31,0.22,0.6
openxava.csv,0.08,0.07,0.36,0.28,0.61,0.51,0.34,0.51,0.7,0.32,0.22,0.12,0.15,0.1
ppcboot.csv,0.79,0.74,1.0,0.97,0.66,0.29,0.95,0.64,0.42,1.0,0.9,0.94,0.99,0.35
repositorium.csv,0.04,0.0,0.27,0.07,0.12,0.08,0.06,0.33,0.16,0.71,0.35,0.2,0.38,0.5
rsyslog.csv,0.29,0.72,0.95,0.75,0.4,0.52,0.19,0.78,0.34,0.95,0.31,0.18,1.0,0.1
simplewebservices.csv,1.0,0.87,0.53,0.79,0.99,1.0,1.0,1.0,0.98,0.91,0.84,1.0,0.34,0.25
ultimairis.csv,0.88,0.98,0.58,0.72,0.6,0.96,1.0,0.02,0.21,0.34,0.59,0.09,0.85,0.2
vars-redux.csv,0.25,0.5,0.88,0.36,0.33,0.45,0.58,0.55,0.62,0.66,0.37,0.72,0.37,0.1
wow-qrsk.csv,0.0,0.3,0.42,0.36,0.26,0.05,0.0,0.0,0.03,0.59,0.0,0.83,0.1,0.2
wxstudio.csv,0.38,0.32,0.05,0.46,0.79,0.82,0.38,0.43,0.73,0.02,0.22,0.08,0.01,0.65
xqilla.csv,0.0,0.37,0.0,0.45,0.45,0.21,0.24,0.65,0.37,0.06,0.12,0.0,0.11,0.4
