,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.28,0.98,0.28,0.29,0.11,0.33
jruby.csv,0.85,0.48,0.7,0.67,0.61,1.0
pdfedit.csv,0.53,0.43,0.64,1.0,0.49,0.51
rectracker.csv,0.84,0.5,0.97,0.67,0.95,0.9
wxlua.csv,0.74,0.43,0.47,0.68,0.99,0.83
x4x.csv,0.96,0.53,0.45,0.29,0.48,0.59
