,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.17,0.96,0.16,0.19,0.06,0.2
jruby.csv,0.88,0.68,0.66,0.74,0.45,1.0
pdfedit.csv,0.38,0.52,0.61,1.0,0.33,0.37
rectracker.csv,0.9,0.92,0.98,0.93,0.95,0.94
wxlua.csv,0.74,0.68,0.32,0.88,0.99,0.8
x4x.csv,0.95,0.92,0.34,0.23,0.33,0.43
