,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.88,1.0,1.0,0.67,1.0,0.93
jruby.csv,0.82,0.37,0.74,0.62,0.91,1.0
pdfedit.csv,0.89,0.36,0.68,1.0,0.97,0.87
rectracker.csv,0.78,0.34,0.96,0.53,0.94,0.87
wxlua.csv,0.74,0.31,0.9,0.55,0.99,0.87
x4x.csv,0.98,0.38,0.68,0.37,0.91,0.93
