,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.52,0.16,0.21,0.82,0.26,0.26,0.82,0.39,0.39,0.98,0.25,0.23,0.15,0.98,0.58,0.53,0.29
arm-webradio.csv,0.31,0.16,0.18,0.83,0.23,0.31,0.83,0.41,0.48,0.89,0.1,0.29,0.17,0.6,0.6,0.48,1.0
codepurge.csv,0.29,0.25,0.07,0.9,0.3,0.57,1.0,0.6,0.0,0.86,0.27,0.22,1.0,0.48,0.57,0.62,0.38
fw4spl.csv,0.37,1.0,0.11,0.52,0.16,0.18,0.67,0.41,0.42,0.88,0.05,0.12,0.16,0.4,0.52,0.32,0.15
glas.csv,0.53,0.19,0.22,0.92,0.23,0.38,0.9,0.24,1.0,0.98,0.0,0.25,0.18,0.55,0.75,0.44,0.27
grisbi.csv,0.36,0.13,0.13,0.83,0.15,0.2,1.0,0.33,0.53,0.95,0.08,0.21,0.18,0.35,0.57,0.49,0.27
gwanted.csv,0.53,0.31,0.0,0.88,0.96,0.33,1.0,0.5,0.0,0.92,0.0,0.32,0.0,0.36,0.6,0.38,0.38
lcfizvtop.csv,0.37,0.28,0.14,0.83,0.19,1.0,1.0,0.25,0.4,0.93,0.14,0.22,0.3,0.36,0.46,0.38,0.67
ldview.csv,1.0,0.13,0.18,0.97,0.25,0.11,0.69,0.45,0.29,0.97,0.18,0.18,0.1,0.46,0.33,0.52,0.38
libmesh.csv,0.41,0.09,0.0,0.83,0.2,0.08,0.91,0.96,0.36,0.89,0.18,0.28,0.04,0.5,0.5,0.58,0.42
mediaportal.csv,0.0,0.33,0.67,0.8,0.15,0.0,0.0,0.5,0.0,0.92,1.0,1.0,0.0,0.0,0.47,0.0,0.0
olex2.csv,0.47,0.11,0.18,0.98,0.19,0.28,0.97,0.3,0.44,0.88,0.14,0.18,0.15,0.56,0.23,0.98,0.32
oppna-program-hsatools.csv,0.5,0.13,0.13,1.0,0.2,0.19,0.91,0.3,0.41,0.92,0.1,0.19,0.18,0.38,0.49,0.55,0.2
qlc.csv,0.88,0.31,1.0,0.5,0.14,0.33,0.53,0.5,0.75,1.0,0.5,0.15,0.0,0.65,0.56,0.75,0.0
somap.csv,0.36,0.13,0.14,0.83,0.17,0.19,0.82,0.36,0.4,1.0,0.08,0.18,0.14,0.38,0.52,0.47,0.27
wxcode.csv,0.8,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.67,1.0,0.5,1.0,0.88,0.0
xcf.csv,0.39,0.15,0.16,0.91,0.21,0.25,0.83,0.15,0.5,0.96,0.12,0.21,0.16,0.62,1.0,0.57,0.24
