,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.6,0.24,0.31,0.71,0.35,0.33,0.61,0.45,0.47,0.71,0.39,0.32,0.2,0.96,0.63,0.56,0.35
arm-webradio.csv,0.27,0.24,0.27,0.47,0.29,0.43,0.64,0.33,0.42,0.5,0.14,0.36,0.24,0.45,0.46,0.51,1.0
codepurge.csv,0.26,0.3,0.09,0.3,0.25,0.44,0.31,0.19,0.0,0.15,0.36,0.31,0.96,0.36,0.21,0.32,0.34
fw4spl.csv,0.46,0.97,0.17,0.18,0.21,0.26,0.47,0.45,0.33,0.32,0.09,0.15,0.21,0.46,0.42,0.17,0.21
glas.csv,0.44,0.3,0.33,0.59,0.34,0.44,0.56,0.21,0.99,0.71,0.0,0.34,0.26,0.46,0.58,0.38,0.31
grisbi.csv,0.51,0.23,0.23,0.86,0.24,0.33,0.99,0.47,0.6,0.85,0.14,0.35,0.3,0.48,0.65,0.64,0.42
gwanted.csv,0.47,0.16,0.0,0.23,0.93,0.14,0.03,0.07,0.0,0.26,0.0,0.37,0.0,0.15,0.29,0.2,0.34
lcfizvtop.csv,0.42,0.34,0.2,0.17,0.22,0.95,0.14,0.16,0.17,0.3,0.22,0.29,0.3,0.25,0.27,0.31,0.11
ldview.csv,0.98,0.18,0.28,0.43,0.32,0.14,0.49,0.47,0.19,0.55,0.28,0.24,0.11,0.45,0.18,0.32,0.42
libmesh.csv,0.37,0.14,0.0,0.83,0.31,0.09,0.26,0.92,0.34,0.71,0.28,0.31,0.04,0.39,0.61,0.28,0.3
mediaportal.csv,0.0,0.04,0.19,0.78,0.24,0.0,0.0,0.07,0.0,0.87,0.25,0.94,0.0,0.0,0.6,0.0,0.0
olex2.csv,0.42,0.17,0.27,0.71,0.28,0.34,0.69,0.26,0.41,0.47,0.23,0.24,0.19,0.44,0.13,0.99,0.29
oppna-program-hsatools.csv,0.53,0.23,0.23,1.0,0.33,0.32,0.9,0.42,0.53,0.94,0.18,0.32,0.29,0.54,0.57,0.62,0.3
qlc.csv,0.48,0.22,0.97,0.02,0.12,0.14,0.24,0.32,0.15,0.05,0.46,0.13,0.0,0.43,0.24,0.09,0.0
somap.csv,0.53,0.23,0.24,0.91,0.29,0.31,0.9,0.53,0.57,1.0,0.16,0.29,0.25,0.55,0.69,0.63,0.42
wxcode.csv,0.31,0.04,0.0,0.02,0.0,0.0,0.17,0.07,0.0,0.03,0.83,0.09,0.08,0.05,0.06,0.21,0.0
xcf.csv,0.45,0.24,0.26,0.71,0.33,0.34,0.64,0.15,0.6,0.77,0.2,0.34,0.23,0.6,0.93,0.68,0.37
