,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.47,0.64,0.53,0.72,0.58,0.62,0.72,0.66,0.75,0.47,0.28,0.62,0.76,0.05,0.62,0.6,0.68
arm-webradio.csv,0.82,0.65,0.59,0.74,0.66,0.46,0.7,0.76,0.68,0.82,0.76,0.6,0.68,0.65,0.68,0.67,0.0
codepurge.csv,0.83,0.66,0.92,0.83,0.79,0.64,0.82,0.89,1.0,0.93,0.45,0.65,0.08,0.73,0.88,0.79,0.71
fw4spl.csv,0.71,0.06,0.8,1.01,0.76,0.73,1.07,0.65,0.77,0.87,0.85,0.87,0.75,0.69,0.74,0.91,0.96
glas.csv,0.65,0.53,0.51,0.6,0.57,0.5,0.63,0.88,0.03,0.47,1.02,0.59,0.64,0.64,0.56,0.75,0.72
grisbi.csv,0.92,0.98,0.83,0.83,0.88,0.94,0.02,0.9,0.51,0.55,0.85,0.82,0.72,0.88,0.65,0.85,1.0
gwanted.csv,0.61,0.9,1.0,0.87,0.11,0.91,0.98,0.96,1.0,0.86,1.0,0.6,1.0,0.91,0.82,0.89,0.71
lcfizvtop.csv,0.7,0.6,0.72,0.91,0.78,0.09,0.92,0.91,0.9,0.84,0.54,0.67,0.72,0.83,0.85,0.82,0.94
ldview.csv,0.05,0.77,0.58,0.72,0.63,0.88,1.0,0.61,0.89,0.63,0.49,0.75,0.9,0.64,0.91,0.79,0.59
libmesh.csv,0.72,0.83,1.0,0.8,0.68,0.94,0.85,0.12,0.78,0.93,0.49,0.68,0.97,0.71,0.86,0.82,0.78
mediaportal.csv,1.0,0.98,0.89,0.9,0.8,1.0,1.0,0.96,1.0,0.85,0.86,0.11,1.0,1.0,0.98,1.0,1.0
olex2.csv,0.67,0.78,0.6,0.45,0.66,0.61,0.48,0.83,0.7,0.84,0.51,0.74,0.76,0.66,0.97,0.01,0.77
oppna-program-hsatools.csv,0.54,0.91,0.96,0.0,0.77,0.88,0.44,0.96,0.77,1.0,0.82,0.93,0.62,0.93,0.83,0.57,0.97
qlc.csv,0.67,0.84,0.06,0.99,0.9,0.91,1.06,0.78,0.92,0.97,0.57,0.9,1.0,0.69,0.85,0.95,1.0
somap.csv,1.0,1.0,1.0,0.96,0.99,1.0,1.0,1.0,1.0,0.0,1.0,0.91,1.0,1.0,0.97,0.97,1.0
wxcode.csv,0.81,0.98,1.0,0.99,1.0,1.0,0.91,0.96,1.0,1.0,0.29,0.95,0.96,0.98,0.97,0.88,1.0
xcf.csv,0.66,0.64,0.69,0.49,0.65,0.59,0.7,0.97,0.56,0.49,0.58,0.83,0.68,0.47,0.12,0.55,0.94
