,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.61,0.55,0.0,0.0,0.0,0.14,0.21,0.03,0.17,0.44,0.0,0.39,0.0,0.67,0.12
e-bio-flow.csv,0.16,0.2,0.28,0.17,0.09,0.33,0.63,0.0,0.33,0.26,0.14,0.29,0.0,0.14,0.29
haggle.csv,0.53,0.61,0.27,0.29,0.05,0.66,0.47,0.06,0.43,0.31,0.06,0.62,0.19,0.49,0.32
hannosset.csv,0.11,0.14,0.14,0.03,0.08,0.17,0.33,0.0,0.09,0.38,0.37,0.33,0.03,0.48,0.14
jas.csv,0.57,0.45,0.0,0.29,0.02,0.48,0.41,0.08,0.29,0.33,0.06,0.63,0.44,0.64,0.21
jbpm.csv,0.13,0.14,0.0,0.58,0.0,0.28,0.28,0.0,0.1,0.0,0.0,0.08,0.16,0.15,0.13
jgossipforum.csv,0.52,0.43,0.2,0.12,0.0,0.53,0.4,0.4,0.47,0.44,0.0,0.61,0.0,0.34,0.38
joustsim.csv,0.54,0.32,0.14,0.34,0.04,0.63,0.35,0.12,0.77,0.32,0.16,0.71,0.19,0.47,0.35
log4net.csv,0.31,0.23,0.37,0.18,0.27,0.12,0.4,0.0,0.44,0.32,0.15,0.21,0.0,0.18,0.27
madman.csv,0.36,0.35,0.11,0.06,0.07,0.58,0.48,0.02,0.24,0.57,0.16,0.52,0.07,0.68,0.13
ngl.csv,0.55,0.42,0.3,0.27,0.06,0.78,0.57,0.07,0.42,0.33,0.16,0.69,0.15,0.71,0.38
nunit.csv,0.43,0.25,0.3,0.25,0.05,0.49,0.47,0.1,0.26,0.26,0.1,0.47,0.07,0.31,0.5
piccolo2d.csv,0.19,0.26,0.45,0.18,0.22,0.37,0.52,0.0,0.33,0.53,0.22,0.27,0.0,0.2,0.37
sblim.csv,0.48,0.64,0.4,0.47,0.0,0.27,0.54,0.0,0.38,0.27,0.16,0.58,0.0,0.5,0.31
wsmt.csv,0.28,0.36,0.06,0.24,0.08,0.2,0.36,0.0,0.18,0.0,0.18,0.35,0.1,0.81,0.27
