,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.44,0.36,1.01,1.01,1.02,0.92,0.86,0.84,0.83,0.51,1.01,0.75,1.0,0.79,0.91
e-bio-flow.csv,0.9,0.84,0.59,0.82,0.49,0.8,0.42,1.0,0.73,0.94,0.86,0.82,1.0,0.94,0.69
haggle.csv,0.56,0.29,0.6,0.54,0.67,0.59,0.63,0.66,0.44,0.54,0.9,0.58,0.49,0.92,0.8
hannosset.csv,0.94,0.93,0.84,0.99,0.68,0.91,0.78,1.0,1.0,0.53,0.29,0.82,1.0,0.66,0.91
jas.csv,0.58,0.48,1.0,0.52,0.91,0.68,0.71,0.52,0.82,0.51,0.93,0.57,0.27,0.58,0.84
jbpm.csv,0.93,0.91,1.0,0.26,1.0,0.84,0.81,1.0,0.92,1.0,1.0,0.96,0.76,0.92,0.93
jgossipforum.csv,0.55,0.51,0.85,0.86,1.02,0.63,0.69,0.07,0.64,0.36,1.09,0.53,1.0,0.93,0.63
joustsim.csv,0.75,0.89,0.83,0.45,0.78,0.64,0.74,0.35,0.12,0.6,0.76,0.59,0.51,0.74,0.71
log4net.csv,0.79,0.83,0.47,0.79,0.12,0.94,0.71,1.0,0.39,0.57,0.73,0.89,1.01,1.01,0.72
madman.csv,0.72,0.65,0.89,0.98,0.5,0.58,0.62,0.89,0.7,0.24,0.71,0.62,0.92,0.66,0.91
ngl.csv,0.88,0.57,0.73,0.71,0.66,0.9,0.69,0.5,0.42,0.67,0.79,0.46,0.62,0.93,0.67
nunit.csv,0.75,0.76,0.56,0.69,0.72,0.71,0.75,0.39,0.67,0.63,0.89,0.75,0.86,0.9,0.42
piccolo2d.csv,0.89,0.78,0.34,0.78,0.35,0.77,0.58,1.0,0.65,0.39,0.68,0.84,1.0,0.92,0.73
sblim.csv,0.64,0.25,0.45,0.58,1.01,0.84,0.54,1.0,0.57,0.75,0.65,0.71,1.0,0.8,0.74
wsmt.csv,0.82,0.62,0.95,0.62,0.68,0.89,0.73,1.0,0.87,1.0,0.84,0.77,0.76,0.28,0.74
