,recall,precision,pf,pci_20,ifa,wins
dxengine.csv,0.17,0.17,0.16,0.88,4.0,8
e-bio-flow.csv,0.32,0.18,0.21,0.65,11.0,1
haggle.csv,0.62,0.21,0.44,0.46,1.0,6
hannosset.csv,0.23,0.11,0.23,0.87,7.0,3
jas.csv,0.63,0.32,0.42,0.57,3.0,11
jbpm.csv,0.08,0.29,0.04,0.8,4.0,12
jgossipforum.csv,0.4,0.34,0.23,0.5,4.0,9
joustsim.csv,0.79,0.22,0.47,0.46,5.0,4
log4net.csv,0.23,0.24,0.22,0.65,5.0,5
madman.csv,0.41,0.16,0.39,0.62,7.0,2
ngl.csv,0.87,0.25,0.67,0.42,1.0,7
nunit.csv,0.5,0.2,0.43,0.56,10.0,0
piccolo2d.csv,0.25,0.31,0.12,0.71,2.0,13
sblim.csv,0.45,0.35,0.17,0.69,2.0,14
wsmt.csv,0.33,0.19,0.15,0.83,4.0,10
