,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.0,0.0,94.0,431.0,133.0,0.0,1.0,48.0,7.0,4.0,74.0,0.0,124.0,1.0,4.0
e-bio-flow.csv,5.0,36.0,18.0,12.0,13.0,0.0,0.0,224.0,1.0,22.0,11.0,0.0,124.0,5.0,1.0
haggle.csv,2.0,0.0,7.0,1.0,37.0,0.0,1.0,44.0,4.0,12.0,1.0,0.0,1.0,0.0,0.0
hannosset.csv,3.0,21.0,23.0,48.0,15.0,0.0,1.0,224.0,34.0,7.0,7.0,0.0,45.0,1.0,0.0
jas.csv,3.0,0.0,94.0,5.0,63.0,1.0,6.0,70.0,0.0,15.0,1.0,1.0,0.0,0.0,3.0
jbpm.csv,0.0,4.0,94.0,1.0,133.0,0.0,5.0,224.0,9.0,56.0,74.0,0.0,1.0,2.0,0.0
jgossipforum.csv,4.0,11.0,4.0,11.0,133.0,1.0,1.0,3.0,0.0,5.0,74.0,0.0,124.0,1.0,1.0
joustsim.csv,5.0,18.0,14.0,1.0,34.0,0.0,1.0,36.0,0.0,20.0,6.0,0.0,15.0,0.0,0.0
log4net.csv,1.0,2.0,6.0,8.0,5.0,0.0,5.0,224.0,3.0,4.0,5.0,0.0,124.0,7.0,12.0
madman.csv,2.0,18.0,17.0,51.0,21.0,0.0,1.0,83.0,20.0,1.0,1.0,0.0,10.0,1.0,7.0
ngl.csv,4.0,0.0,19.0,1.0,25.0,0.0,0.0,59.0,1.0,11.0,10.0,0.0,31.0,1.0,0.0
nunit.csv,1.0,19.0,20.0,10.0,18.0,0.0,2.0,44.0,15.0,11.0,18.0,0.0,0.0,0.0,1.0
piccolo2d.csv,0.0,4.0,4.0,8.0,1.0,1.0,0.0,224.0,5.0,0.0,1.0,0.0,124.0,2.0,2.0
sblim.csv,2.0,0.0,5.0,0.0,133.0,0.0,1.0,224.0,1.0,18.0,11.0,0.0,124.0,0.0,5.0
wsmt.csv,2.0,5.0,20.0,1.0,8.0,4.0,1.0,224.0,29.0,56.0,4.0,0.0,44.0,0.0,0.0
