,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.28,0.37,0.44,0.37,0.65,0.41
ppcboot.csv,0.72,0.88,0.23,1.0,1.0,0.86
simplewebservices.csv,0.78,0.86,0.98,0.67,0.34,0.87
uwom.csv,0.26,0.32,0.07,0.71,0.4,0.24
wow-qrsk.csv,0.32,0.26,0.19,0.0,0.11,0.2
wxstudio.csv,0.4,0.83,0.62,0.22,0.02,0.9
