,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.72,0.72,0.61,0.46,0.58,0.7
ppcboot.csv,0.64,0.4,0.61,0.0,0.0,0.45
simplewebservices.csv,0.49,0.43,0.09,0.69,0.68,0.4
uwom.csv,0.53,0.8,0.4,0.51,0.6,0.81
wow-qrsk.csv,0.51,0.82,0.48,0.04,0.25,0.8
wxstudio.csv,0.23,0.3,0.43,0.65,0.04,0.27
