,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.13,0.71,0.61,0.69
neoengine.csv,0.68,0.73,0.65,0.55
omseek.csv,0.19,0.69,0.32,0.05
pcsx2.csv,0.64,0.73,0.75,0.28
