,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.97,0.62,0.52,0.53
neoengine.csv,0.42,0.59,0.71,0.71
omseek.csv,0.84,0.39,0.72,0.96
pcsx2.csv,0.44,0.44,0.4,0.78
