,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,1.0,0.88,0.6,0.74
neoengine.csv,0.67,0.88,0.93,0.59
omseek.csv,0.16,0.67,0.28,0.04
pcsx2.csv,0.61,0.76,0.77,0.24
