,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.75,0.06,0.58,0.77,0.58
bdbbasic.csv,0.74,0.5,0.45,0.0,0.74
empyrean.csv,0.0,0.62,0.68,0.7,0.54
gnome-jabber.csv,0.85,0.98,0.95,0.96,0.4
nutz.csv,0.62,0.71,0.09,0.59,0.67
