,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.57,0.41,0.86,0.48,0.32,0.39,0.24,0.51,0.79,0.67,0.52,0.62,0.0,0.44,0.5
glelite.csv,0.17,0.65,0.27,0.0,0.0,0.24,0.13,0.13,0.17,0.69,0.4,0.21,0.97,0.3,0.51
hannosset.csv,0.11,0.0,0.14,0.97,0.15,0.28,0.0,0.0,0.3,0.02,0.82,0.0,0.0,0.26,0.0
ipfilter.csv,0.2,0.51,0.38,0.3,0.17,0.49,0.57,0.45,0.52,0.65,0.63,0.97,0.0,0.57,0.53
moving-pictures.csv,0.31,0.66,0.0,0.95,0.47,0.74,0.6,0.0,0.47,0.52,0.69,0.56,0.34,0.63,0.75
pclasses.csv,0.82,0.41,0.0,0.0,0.57,0.02,0.35,0.0,0.63,0.3,0.2,0.02,0.05,0.24,0.52
pfaedit.csv,0.0,0.58,0.0,0.68,0.7,0.79,0.29,0.0,0.4,0.27,0.45,0.09,0.38,0.38,0.41
qcad2.csv,0.11,0.38,0.56,0.6,0.79,0.61,0.17,0.0,0.48,0.42,0.37,0.55,0.84,0.56,0.36
rockbox.csv,0.58,0.68,0.0,0.88,0.49,0.7,0.36,0.0,0.32,0.26,0.63,0.37,0.25,0.33,0.78
roller.csv,0.48,0.41,0.0,0.17,0.36,0.55,0.35,0.13,0.75,0.38,0.05,0.21,0.0,0.52,0.54
theresa.csv,0.21,0.66,0.31,0.94,0.31,0.7,0.44,0.0,0.48,0.17,0.2,0.46,0.26,0.53,0.42
tzod.csv,0.11,0.61,0.64,0.7,0.5,0.64,0.05,0.0,0.43,0.37,0.2,0.52,0.34,0.56,0.3
xinity.csv,0.51,0.42,0.0,0.0,0.39,0.52,0.34,0.0,0.39,0.64,0.66,0.44,0.0,0.75,0.28
zabbix.csv,0.31,0.62,0.7,0.97,0.68,0.57,0.25,0.0,0.56,0.47,0.47,0.39,0.58,0.48,0.55
