,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,558.0,97.5,97.5,1999.5,197.5,268.5,378.5,2488.0,97.5,99.0,560.0,95.5,99.0,98.5,96.5
glelite.csv,650.5,97.5,97.5,2195.0,197.5,97.5,546.0,2843.5,196.0,99.0,2229.5,197.5,99.0,98.5,96.5
hannosset.csv,651.5,237.0,164.0,410.0,98.5,465.0,0.0,581.0,279.5,92.5,482.5,0.0,93.5,98.5,0.0
ipfilter.csv,748.0,97.5,96.5,2132.5,197.5,196.5,192.0,2560.0,196.0,99.0,876.5,197.5,99.0,98.5,96.5
moving-pictures.csv,215.5,97.5,0.0,413.5,98.5,558.0,262.5,1673.0,195.0,99.0,2230.5,96.5,98.5,98.5,96.5
pclasses.csv,186.0,97.5,0.0,276.0,98.5,130.0,449.5,1156.0,97.5,97.5,1616.0,87.5,75.5,245.5,93.5
pfaedit.csv,209.0,97.5,0.0,771.5,197.5,185.0,142.0,574.0,96.5,99.0,2653.0,96.5,98.5,96.5,90.5
qcad2.csv,460.0,97.5,97.5,1675.5,98.5,748.5,141.0,877.5,96.5,99.0,625.0,96.5,99.0,98.5,88.5
rockbox.csv,279.5,97.5,0.0,643.5,98.5,657.0,544.0,639.5,196.0,97.5,2407.0,90.5,98.5,96.5,96.5
roller.csv,470.5,97.5,97.5,2142.5,197.5,97.5,383.0,2848.5,97.5,99.0,2819.0,197.5,99.0,97.5,96.5
theresa.csv,633.0,97.5,97.5,474.0,98.5,558.0,178.0,560.5,196.0,92.5,1695.5,96.5,98.5,273.5,96.5
tzod.csv,250.0,97.5,97.5,307.5,98.5,558.0,160.5,381.0,194.0,95.5,1014.0,96.5,98.5,98.5,96.5
xinity.csv,1467.5,191.0,97.5,1750.5,195.5,97.5,286.5,1972.0,97.5,99.0,494.5,197.5,99.0,98.5,91.5
zabbix.csv,180.0,97.5,97.5,312.5,98.5,563.5,222.5,584.0,97.5,98.5,2137.5,96.5,99.0,98.5,96.5
