,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.6,0.27,0.05,0.06,0.06,0.38,0.57,0.78,0.22
jicarilla.csv,0.4,0.0,0.79,0.0,0.0,0.0,0.5,0.71,0.12
optalgtoolkit.csv,0.55,0.31,0.46,0.05,0.02,0.64,0.45,0.72,0.19
oscarmcmaster.csv,0.59,0.27,0.15,0.06,0.03,0.29,0.5,0.68,0.29
ossim.csv,0.43,0.3,0.39,0.15,0.0,0.41,0.53,0.68,0.13
projectts.csv,0.6,0.25,0.11,0.06,0.06,0.25,0.7,0.9,0.24
sabbu.csv,0.75,0.27,0.33,0.08,0.09,0.33,0.57,0.67,0.21
vxl.csv,0.72,0.33,0.0,0.09,0.05,0.31,0.67,0.86,0.27
zact.csv,0.46,0.12,0.63,0.06,0.14,0.0,0.57,0.62,0.16
