,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.32,0.44,0.47,0.41,0.63,0.66,0.47,0.4,0.58,0.33,0.7,0.59,0.54,0.35,0.46,0.29,0.46,0.39
cornerstone.csv,0.52,0.71,0.58,0.55,0.79,0.74,0.95,0.74,0.97,0.97,0.38,0.49,0.69,0.6,0.88,0.4,0.58,0.59
emeraldemu.csv,0.58,0.56,0.52,0.68,0.77,0.8,0.62,0.36,0.66,0.4,0.74,0.93,0.74,1.0,0.5,0.97,0.5,0.93
grafx2.csv,0.58,0.46,0.55,0.5,0.7,0.74,0.55,0.44,0.62,0.39,0.66,0.7,0.6,0.35,0.75,0.4,0.57,0.46
jahshakafx.csv,0.34,0.46,0.58,0.46,0.69,0.78,0.56,0.48,0.6,0.55,0.62,0.89,0.53,0.55,0.47,0.4,0.45,0.47
kindb.csv,0.35,0.54,0.48,0.45,0.68,0.66,0.61,0.4,0.55,0.36,0.8,0.96,0.46,0.72,0.47,0.22,0.46,0.93
maya-work-in-progress.csv,0.71,0.53,0.49,0.44,0.73,0.61,0.76,0.63,0.77,0.21,0.89,0.56,0.65,0.36,0.47,0.39,0.67,0.63
netatalk.csv,0.45,0.68,0.62,0.99,0.59,0.62,0.63,0.57,0.65,0.53,0.87,0.5,0.46,0.39,0.44,0.43,0.68,0.41
novembre.csv,0.42,0.46,0.84,0.73,0.82,0.64,0.44,0.67,0.88,0.54,0.65,0.61,0.82,0.55,0.89,0.6,0.49,0.61
ns-3.csv,0.47,0.46,0.73,0.93,0.62,0.54,0.88,0.85,0.75,0.57,0.57,0.95,0.8,1.0,0.94,1.01,0.82,0.85
nullc.csv,0.53,0.86,0.99,0.64,0.2,0.65,0.54,0.53,0.59,0.84,0.66,0.66,0.58,0.49,0.45,0.41,0.68,0.78
open-beos.csv,0.37,0.47,0.42,0.48,0.55,0.65,0.61,0.61,0.44,0.57,0.68,0.95,0.68,0.79,0.4,1.0,0.51,0.87
planeshift.csv,1.0,0.95,0.75,0.92,0.84,0.63,0.74,0.55,0.71,0.49,0.76,0.65,0.42,0.37,0.48,0.46,0.92,0.76
plee-the-bear.csv,0.38,0.58,0.32,0.92,0.71,0.67,0.64,0.81,0.66,0.36,0.78,0.58,0.66,0.66,0.72,0.6,0.57,0.69
reaper-ecad.csv,0.5,0.76,0.58,0.34,0.76,0.95,0.87,0.61,0.82,0.97,0.78,1.0,0.7,1.0,0.7,0.82,0.56,0.86
sbml.csv,0.49,0.46,0.63,0.63,0.63,0.61,0.89,0.8,0.52,0.82,0.52,0.72,0.66,0.5,0.37,0.69,0.49,0.77
unimrcp.csv,0.41,0.5,0.52,0.44,0.61,0.62,0.73,0.44,0.56,0.34,0.88,0.39,0.54,0.45,0.44,0.32,0.6,0.41
unladen-swallow.csv,0.73,0.58,0.57,0.96,0.84,0.71,0.67,0.66,0.65,0.6,0.69,0.45,0.7,0.57,0.81,0.64,0.48,0.47
