,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.29,0.44,0.51,0.18,0.94,0.68,0.11,0.52,0.94,0.86,0.26,0.17,0.57,0.23,0.5
autowikibrowser.csv,0.32,0.35,0.41,0.1,0.88,0.55,0.06,0.67,0.71,0.92,0.21,0.2,0.71,0.19,0.49
biodwh.csv,0.54,0.92,0.62,0.36,0.9,0.88,0.08,0.89,0.96,0.92,0.38,0.2,0.7,0.37,0.61
cities3d.csv,0.3,0.23,0.39,0.19,0.0,0.75,0.0,0.86,1.0,1.0,0.0,0.21,0.86,0.2,0.0
dynalloy.csv,0.18,0.62,0.36,0.11,0.89,0.53,0.18,0.25,0.64,0.77,0.19,0.12,0.47,0.16,0.43
enzo.csv,0.26,0.37,0.38,0.09,0.86,0.48,0.06,0.74,0.7,0.92,0.14,0.2,0.44,0.15,0.44
genecys.csv,0.16,0.37,0.35,0.11,0.94,0.51,0.13,0.49,0.64,0.75,0.18,0.09,0.43,0.14,0.41
kmatplot.csv,0.45,0.4,0.38,0.12,0.0,0.5,0.0,0.55,0.83,0.0,0.5,0.18,0.45,0.16,0.7
modplug.csv,0.2,0.39,0.38,0.09,0.88,0.46,0.13,0.51,0.95,0.89,0.22,0.17,0.44,0.16,0.48
nabu-library.csv,0.22,0.35,0.32,0.04,1.0,0.57,0.15,0.79,0.78,0.76,0.27,0.0,0.36,0.0,0.52
natpad.csv,0.37,0.35,0.42,0.26,0.96,0.6,0.12,0.81,0.7,0.62,0.24,0.21,0.62,0.1,0.64
nebuladevice.csv,0.28,0.35,0.32,0.1,0.79,0.44,0.17,0.44,0.8,1.0,0.0,0.36,0.52,0.09,0.0
ossbuild.csv,0.21,0.45,0.42,0.1,0.88,0.49,0.31,0.35,0.92,0.84,0.28,0.11,0.51,0.22,0.57
xemeiah.csv,0.26,0.39,0.38,0.15,0.88,0.69,0.09,0.5,0.8,0.76,0.24,0.17,0.67,0.15,0.58
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
