,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,97.5,96.5,99.0,297.0,97.5,288.5,4539.0,197.5,96.5,98.5,193.0,94.5,281.5,93.5,196.5
autowikibrowser.csv,196.5,388.0,99.0,198.0,97.5,386.0,3557.5,98.5,98.5,98.5,90.5,291.5,280.5,384.0,196.5
biodwh.csv,97.5,193.0,99.0,198.0,97.5,96.5,3908.5,138.0,91.5,98.5,183.0,193.0,91.5,285.5,97.5
cities3d.csv,97.5,389.0,1083.5,99.0,0.0,89.5,0.0,94.5,91.5,98.5,0.0,291.5,91.5,288.5,0.0
dynalloy.csv,99.0,485.5,99.0,297.0,97.5,96.5,3243.5,1161.5,98.5,98.5,193.0,390.5,385.5,1300.0,196.5
enzo.csv,295.0,291.5,99.0,198.0,97.5,293.5,3552.5,99.0,98.5,98.5,278.5,390.5,98.5,384.0,196.5
genecys.csv,99.0,485.5,99.0,297.0,97.5,293.5,4539.0,297.0,98.5,94.5,193.0,390.5,286.0,384.0,196.5
kmatplot.csv,97.5,388.0,99.0,198.0,55.5,85.5,32.0,369.5,68.5,0.0,193.0,390.5,98.5,288.5,96.5
modplug.csv,99.0,485.5,99.0,297.0,97.5,292.5,4452.5,297.0,98.5,98.5,193.0,193.0,197.5,288.5,97.5
nabu-library.csv,99.0,194.0,3129.0,547.0,69.5,196.0,1827.5,99.0,96.5,98.5,83.5,375.5,279.5,858.5,97.5
natpad.csv,99.0,96.5,99.0,198.0,97.5,293.5,3330.0,99.0,94.5,94.5,90.5,190.0,81.5,1988.5,97.5
nebuladevice.csv,183.0,484.5,99.0,99.0,85.5,293.5,54.5,297.0,89.5,91.5,122.5,94.5,98.5,287.5,0.0
ossbuild.csv,99.0,485.5,99.0,297.0,95.5,292.5,965.5,2472.5,96.5,184.0,193.0,296.0,98.5,413.5,96.5
xemeiah.csv,97.5,485.5,99.0,297.0,97.5,482.5,3753.5,297.0,98.5,98.5,193.0,291.5,284.0,782.5,97.5
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,0.0,0.0
