,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.87,0.63,0.55,0.69,0.63,0.56,0.8,0.75,0.67,0.92,0.58,0.95,0.75,0.78,0.61,0.73,0.5,0.88,0.97,0.6
array4j.csv,0.41,0.62,0.94,0.73,0.63,0.6,0.63,0.79,0.92,0.67,0.48,0.77,0.68,0.78,0.91,0.86,0.96,0.9,0.7,0.46
bzbyte.csv,0.4,0.42,0.46,0.3,0.43,0.45,0.39,0.42,0.45,0.32,0.38,0.42,0.41,0.37,0.48,0.75,0.4,0.38,0.39,0.36
capcode.csv,0.92,0.9,0.92,0.0,0.89,0.97,0.95,0.94,0.88,0.0,0.5,0.97,0.78,0.96,0.95,0.41,0.95,0.86,0.97,0.0
fm-classic.csv,0.0,0.5,0.0,0.0,0.67,0.5,0.0,0.0,0.0,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freenet.csv,0.41,0.72,0.62,0.43,0.49,0.43,0.45,0.47,0.62,0.35,0.42,0.55,0.91,0.59,0.57,0.5,0.62,0.58,0.4,0.44
hannosset.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.8,0.0,0.83,0.0
haphazard.csv,0.88,0.83,0.93,0.75,0.88,0.79,0.93,0.94,0.67,0.9,0.92,0.94,0.75,0.86,0.75,0.86,0.8,0.83,0.86,0.62
intact.csv,0.65,0.52,0.41,0.28,0.49,0.5,0.78,0.81,0.67,0.93,0.47,0.52,0.41,0.63,0.68,0.47,0.53,0.56,0.33,0.73
ipfire-wall.csv,0.69,0.82,0.62,0.62,0.51,0.47,0.81,0.65,0.89,0.78,0.58,0.65,0.56,0.44,0.7,0.42,0.62,0.48,0.57,0.82
jlinalg.csv,0.41,0.48,0.39,0.28,0.36,0.35,0.35,0.39,0.36,0.3,0.36,0.39,0.34,0.35,0.46,0.52,0.38,0.34,0.32,0.33
nassp.csv,0.44,0.36,0.48,0.39,0.35,0.42,0.64,0.89,0.75,0.65,0.48,0.56,0.8,0.82,0.88,0.28,0.61,0.46,0.49,0.5
ondex.csv,0.51,0.61,0.88,0.8,0.51,0.5,0.95,0.6,0.62,0.75,0.56,0.95,0.89,0.96,0.95,0.34,0.69,0.89,0.97,0.46
optalgtoolkit.csv,0.52,0.74,0.47,0.58,0.73,0.41,0.51,0.51,0.37,0.62,0.55,0.52,0.37,0.41,0.51,0.63,0.4,0.4,0.53,0.42
pustefix.csv,0.93,0.61,0.85,0.73,0.71,0.97,0.68,0.74,0.0,0.62,0.75,0.67,0.0,0.67,0.89,0.38,0.8,0.47,0.98,0.92
soar.csv,0.38,0.58,0.43,0.29,0.39,0.38,0.36,0.38,0.36,0.3,0.35,0.41,0.39,0.37,0.47,0.55,0.42,0.4,0.32,0.32
sqlpower-library.csv,0.43,0.62,0.51,0.31,0.4,0.39,0.47,0.49,0.4,0.3,0.32,0.42,0.43,0.36,0.49,0.4,0.34,0.4,0.33,0.36
super-tux.csv,0.38,0.39,0.43,0.27,0.34,0.34,0.35,0.37,0.36,0.31,0.29,0.42,0.36,0.34,0.44,0.67,0.37,0.38,0.34,0.28
tart.csv,0.67,0.89,0.92,0.0,0.93,0.98,0.83,0.0,0.0,0.67,0.75,0.95,0.5,0.8,0.67,0.42,0.67,0.94,0.95,0.8
web-cat.csv,0.69,0.82,0.85,0.62,0.87,0.66,0.92,0.93,0.73,0.92,0.87,0.94,0.83,0.95,0.8,0.38,0.8,0.67,0.97,0.56
