,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.48,0.88,0.75,0.8,0.52,0.88,0.57,0.75,0.8,0.62,0.67,0.86,0.0,0.67
chaperon.csv,0.75,0.88,0.89,0.75,0.83,0.67,0.93,0.0,0.75,0.67,0.95,0.86,0.75,0.93,0.86
co-ode-owl-plugins.csv,0.67,0.36,0.94,0.42,0.4,0.36,0.55,0.3,0.69,0.83,0.38,0.41,0.9,0.65,0.0
e-bio-flow.csv,0.86,0.6,0.92,0.77,0.71,0.6,0.97,0.9,0.73,0.76,0.52,0.93,0.83,0.83,0.73
free-evolution.csv,0.9,0.67,0.72,0.54,0.55,0.67,0.69,0.32,0.86,0.47,0.47,0.8,0.69,0.83,0.55
jaxlib.csv,0.0,0.67,0.0,0.0,0.75,0.0,0.0,0.5,0.67,0.0,0.0,0.8,0.67,0.91,0.0
jmonkeyengine.csv,0.89,0.52,0.57,0.78,0.77,0.94,0.7,0.88,0.89,0.43,0.92,0.83,0.74,0.88,0.0
jmule.csv,0.63,0.31,0.44,0.39,0.35,0.4,0.58,0.29,0.51,0.4,0.41,0.54,0.44,0.58,0.5
kaffeine.csv,0.39,0.3,0.69,0.35,0.49,0.38,0.46,0.3,0.48,0.32,0.41,0.39,0.41,0.46,0.31
nodal.csv,0.42,0.39,0.57,0.62,0.44,0.56,0.91,0.35,0.5,0.76,0.89,0.96,0.86,0.73,0.47
ogrehg.csv,0.56,0.48,0.69,0.62,0.49,0.49,0.64,0.77,0.64,0.93,0.57,0.59,0.71,0.59,0.0
onotoa.csv,0.47,0.71,0.61,0.71,0.4,0.7,0.56,0.75,0.59,0.43,0.76,0.37,0.51,0.47,0.0
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0
