,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.98,0.05,0.89,0.62,0.89,0.66,0.96,1.04,1.0,0.8,0.2,0.98,1.01,1.0,0.92
chaperon.csv,0.76,0.88,1.0,0.95,0.92,0.97,0.83,1.0,0.0,0.91,1.01,0.82,0.67,0.95,0.89
co-ode-owl-plugins.csv,0.72,0.52,0.06,0.72,0.66,0.88,0.74,1.0,1.05,0.72,0.76,1.04,0.68,0.64,0.96
e-bio-flow.csv,0.88,0.68,0.78,0.62,0.84,0.04,0.91,0.53,1.05,0.68,1.1,0.92,1.0,0.94,0.63
free-evolution.csv,0.8,0.7,0.87,0.55,0.78,0.65,0.71,1.32,0.76,0.81,1.1,0.79,1.03,0.09,0.66
jaxlib.csv,1.0,0.91,1.0,1.0,0.98,1.0,1.0,0.0,1.0,1.0,1.0,0.97,1.0,0.85,1.0
jmonkeyengine.csv,0.92,0.66,0.97,0.0,0.74,0.75,0.77,1.01,1.02,0.67,1.05,1.19,0.73,0.79,1.0
jmule.csv,0.73,0.68,0.64,0.64,0.99,0.57,0.64,0.9,1.03,0.77,0.47,0.6,0.6,0.67,0.05
kaffeine.csv,0.09,0.94,0.87,0.81,0.84,0.92,0.97,1.0,0.97,0.87,0.7,1.0,0.81,0.96,0.97
nodal.csv,0.54,0.71,0.6,0.67,0.62,0.8,0.72,1.19,1.0,0.09,1.01,0.87,0.67,0.74,0.5
ogrehg.csv,0.49,0.6,0.93,0.55,0.82,0.58,0.07,1.04,1.13,0.84,1.1,0.64,0.77,0.73,1.0
onotoa.csv,0.51,0.98,0.9,0.91,0.01,0.66,0.77,0.55,0.62,0.61,0.42,1.02,0.63,0.87,0.96
papertoolkit.csv,0.98,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.96
