,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,0.07,0.1,0.25,0.19,0.01,0.29,0.08,0.16,0.2,0.0,0.12,0.01,0.03
chaperon.csv,0.0,0.16,0.1,0.06,0.0,0.04,0.1,0.02,0.0,0.02,0.16,0.0,0.05,0.11,0.14
co-ode-owl-plugins.csv,0.09,0.48,0.01,0.72,0.62,0.87,0.72,1.0,0.33,0.17,0.76,1.0,0.15,0.27,0.0
e-bio-flow.csv,0.09,0.23,0.1,0.12,0.38,0.02,0.09,0.19,0.31,0.21,0.46,0.0,0.1,0.04,0.07
free-evolution.csv,0.0,0.16,0.24,0.32,0.44,0.33,0.24,0.85,0.12,0.48,0.45,0.0,0.27,0.0,0.38
jaxlib.csv,0.0,0.03,0.0,0.02,0.12,0.02,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.06,0.0
jmonkeyengine.csv,0.55,0.48,0.59,0.0,0.12,0.15,0.63,0.17,0.19,0.62,0.32,1.0,0.3,0.32,0.03
jmule.csv,0.27,0.68,0.62,0.6,0.88,0.54,0.5,0.9,0.71,0.6,0.47,0.0,0.5,0.43,0.03
kaffeine.csv,0.09,0.94,0.25,0.76,0.56,0.88,0.97,1.0,0.83,0.86,0.7,1.0,0.47,0.96,0.97
nodal.csv,0.18,0.58,0.34,0.28,0.25,0.48,0.26,0.65,0.04,0.0,0.16,0.0,0.1,0.25,0.21
ogrehg.csv,0.0,0.32,0.42,0.32,0.56,0.38,0.03,0.27,0.52,0.16,0.46,0.0,0.38,0.55,0.03
onotoa.csv,0.45,0.55,0.6,0.48,0.0,0.46,0.73,0.23,0.62,0.52,0.42,1.0,0.63,0.83,0.0
papertoolkit.csv,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
