,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,0.96,0.13,0.44,0.18,0.42,0.05,0.0,0.0,0.26,0.95,0.02,0.0,0.0,0.1
chaperon.csv,0.28,0.17,0.0,0.07,0.1,0.04,0.21,0.0,1.0,0.11,0.0,0.22,0.38,0.07,0.14
co-ode-owl-plugins.csv,0.34,0.74,0.95,0.64,0.64,0.4,0.59,0.0,0.0,0.34,0.61,0.0,0.38,0.46,0.05
e-bio-flow.csv,0.15,0.4,0.26,0.44,0.27,0.97,0.12,0.54,0.0,0.39,0.0,0.1,0.0,0.07,0.43
free-evolution.csv,0.24,0.37,0.2,0.58,0.38,0.46,0.37,0.0,0.29,0.37,0.0,0.25,0.0,0.93,0.49
jaxlib.csv,0.0,0.11,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.04,0.0,0.18,0.0
jmonkeyengine.csv,0.29,0.54,0.24,1.0,0.31,0.31,0.51,0.0,0.0,0.62,0.0,0.0,0.37,0.31,0.0
jmule.csv,0.37,0.68,0.67,0.66,0.32,0.7,0.58,0.36,0.26,0.49,0.85,0.45,0.63,0.5,0.96
kaffeine.csv,0.97,0.24,0.2,0.51,0.39,0.36,0.13,0.0,0.36,0.42,0.68,0.0,0.36,0.17,0.13
nodal.csv,0.53,0.55,0.53,0.43,0.47,0.39,0.37,0.0,0.0,0.93,0.0,0.16,0.38,0.34,0.58
ogrehg.csv,0.57,0.53,0.2,0.58,0.42,0.58,0.95,0.0,0.0,0.2,0.0,0.41,0.36,0.5,0.0
onotoa.csv,0.72,0.2,0.34,0.25,0.99,0.53,0.55,0.54,0.75,0.64,0.87,0.0,0.75,0.45,0.05
papertoolkit.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
