,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.02,0.95,0.11,0.39,0.15,0.37,0.04,0.0,0.0,0.22,1.0,0.02,0.0,0.0,0.08
chaperon.csv,0.24,0.14,0.0,0.06,0.08,0.03,0.18,0.0,1.0,0.09,0.0,0.18,0.33,0.06,0.12
co-ode-owl-plugins.csv,0.29,0.82,0.94,0.94,0.78,0.83,0.81,1.0,0.0,0.3,1.0,0.72,0.33,0.42,0.04
e-bio-flow.csv,0.12,0.36,0.22,0.39,0.24,0.97,0.1,0.5,0.0,0.35,0.0,0.08,0.0,0.06,0.38
free-evolution.csv,0.2,0.32,0.17,0.56,0.35,0.43,0.33,0.0,0.25,0.35,0.0,0.21,0.0,0.91,0.46
jaxlib.csv,0.0,0.09,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.15,0.0
jmonkeyengine.csv,0.27,0.55,0.22,1.0,0.27,0.27,0.56,0.0,0.0,0.74,0.0,0.35,0.33,0.27,0.0
jmule.csv,0.33,0.95,0.83,0.78,0.54,0.8,0.6,1.0,0.25,0.52,1.0,0.4,0.67,0.48,0.96
kaffeine.csv,0.98,0.95,0.17,0.72,0.38,0.73,0.98,1.0,0.5,0.83,1.0,0.97,0.33,0.94,1.0
nodal.csv,0.49,0.59,0.5,0.39,0.43,0.37,0.33,0.0,0.0,0.91,0.0,0.13,0.33,0.3,0.54
ogrehg.csv,0.51,0.5,0.17,0.56,0.41,0.57,0.94,0.0,0.0,0.17,0.0,0.36,0.33,0.52,0.0
onotoa.csv,0.78,0.18,0.33,0.22,0.99,0.53,0.74,0.5,1.0,0.7,1.0,0.78,1.0,0.76,0.04
papertoolkit.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04
