,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,1.0,0.25,0.58,0.73,0.52,0.75,0.0,0.0,0.33,0.04,1.0,0.0,0.0,0.67
chaperon.csv,1.0,0.38,0.0,0.25,1.0,0.33,0.53,0.0,1.0,0.67,0.0,1.0,0.25,0.14,0.43
co-ode-owl-plugins.csv,0.93,0.55,0.94,0.32,0.85,0.36,0.42,0.04,0.0,0.39,0.01,0.99,0.1,0.33,1.0
e-bio-flow.csv,0.86,0.53,0.31,0.54,0.75,0.97,0.41,0.1,0.0,0.38,0.0,1.0,0.0,0.33,0.82
free-evolution.csv,1.0,0.58,0.12,0.38,0.79,0.43,0.47,0.0,0.14,0.21,0.0,1.0,0.0,1.0,0.5
jaxlib.csv,0.0,0.67,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0
jmonkeyengine.csv,0.68,0.44,0.07,1.0,0.91,0.5,0.36,0.0,0.0,0.3,0.0,0.99,0.05,0.21,0.0
jmule.csv,0.84,0.5,0.21,0.32,0.74,0.46,0.44,0.04,0.03,0.24,0.02,1.0,0.06,0.26,0.96
kaffeine.csv,0.98,0.42,0.12,0.25,0.76,0.32,0.39,0.04,0.05,0.26,0.01,0.99,0.03,0.23,0.46
nodal.csv,0.92,0.42,0.22,0.33,0.89,0.31,0.45,0.0,0.0,1.0,0.0,1.0,0.14,0.27,0.68
ogrehg.csv,1.0,0.52,0.07,0.38,0.77,0.46,0.95,0.0,0.0,0.29,0.0,1.0,0.04,0.22,0.0
onotoa.csv,0.88,0.19,0.1,0.14,1.0,0.4,0.39,0.08,0.12,0.33,0.02,0.99,0.07,0.22,1.0
papertoolkit.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
