,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,98.5,2047.5,99.0,98.5,2238.5,98.5
jahshaka.csv,98.5,312.0,96.5,98.5,1118.0,98.5
jam-daq.csv,97.5,90.5,225.5,98.5,322.0,98.5
jatlas.csv,98.5,1213.5,99.0,98.5,311.0,281.5
jedit.csv,98.5,1667.0,97.5,98.5,2226.5,98.5
open-media-library.csv,98.5,324.0,187.0,98.5,563.5,98.5
