,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.64,0.31,0.63,0.99,0.14,0.64
jahshaka.csv,0.62,0.62,0.41,0.78,0.16,0.59
jam-daq.csv,0.52,0.13,0.36,0.71,0.32,0.68
jatlas.csv,0.63,0.29,0.52,0.69,0.5,0.59
jedit.csv,0.75,0.33,0.59,0.98,0.15,0.62
open-media-library.csv,0.59,0.42,0.69,0.82,0.22,0.68
