,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.77,0.78,0.48,0.75,0.68,0.69,0.21,0.8,0.2,0.24
geotools.csv,0.72,0.61,0.55,0.44,0.67,0.15,0.35,0.85,0.58,0.32
gephex.csv,0.53,0.88,0.55,1.0,0.75,0.46,0.6,0.34,0.72,0.76
haggle.csv,0.03,0.41,0.12,0.19,0.5,0.29,0.24,0.83,0.25,0.0
java-gnome.csv,0.24,0.44,0.11,0.12,0.4,0.1,0.4,0.02,0.48,0.62
jgnash.csv,0.44,0.37,0.21,0.56,0.3,0.2,0.32,0.76,0.61,0.82
jrdf.csv,0.31,0.2,0.66,0.44,0.36,0.19,0.37,0.12,0.34,0.71
mpqc.csv,0.25,0.29,0.34,0.31,0.38,0.24,0.4,0.56,0.49,0.56
panda3d.csv,0.36,0.41,0.28,0.44,0.34,0.24,0.57,0.49,0.27,0.47
tencompetence.csv,0.23,0.49,0.49,0.56,0.43,0.93,0.75,0.12,0.29,0.68
