,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.25,0.72,0.28,0.75,0.47,0.28,0.35,0.71,0.2,0.87
geotools.csv,0.17,0.75,0.37,0.48,0.45,0.34,0.51,0.77,0.35,0.74
gephex.csv,0.17,0.67,0.25,0.88,0.4,0.44,0.47,0.72,0.6,0.55
haggle.csv,0.08,0.73,0.46,0.1,0.36,0.36,0.44,0.65,0.23,0.2
java-gnome.csv,0.16,0.45,0.36,0.88,0.33,0.44,0.41,0.31,0.38,0.67
jgnash.csv,0.19,0.61,0.44,0.68,0.4,0.46,0.45,0.65,0.44,0.76
jrdf.csv,0.07,0.26,0.18,0.88,0.4,0.59,0.33,0.23,0.49,0.44
mpqc.csv,0.41,0.33,0.08,0.39,0.37,0.13,0.17,0.55,0.57,0.59
panda3d.csv,0.21,0.57,0.31,0.55,0.44,0.19,0.41,0.47,0.28,0.18
tencompetence.csv,0.3,0.32,0.25,0.77,0.39,0.29,0.3,0.12,0.82,0.15
