,qpe.csv,ikvm.csv,acegisecurity.csv,amateur-scrolls.csv,unflobtactical.csv,irrlicht.csv,ultimairis.csv,sigil.csv,xbg.csv,lportal.csv,ns-3-dev-def-routing.csv,les-indemodables.csv,biopax.csv,exl.csv,crux-framework.csv
acegisecurity.csv,0.9,0.64,0.65,1.0,0.8,0.55,0.74,0.96,0.62,0.76,0.65,0.81,0.51,0.85,1.0
amateur-scrolls.csv,0.51,0.0,0.5,0.65,0.26,0.24,0.34,0.58,0.38,0.14,0.26,0.0,0.48,0.68,0.33
biopax.csv,1.0,0.82,1.0,0.95,1.0,1.0,0.98,1.0,1.0,1.0,0.99,0.97,0.82,1.0,1.0
crux-framework.csv,0.18,0.36,0.18,0.15,0.09,0.27,0.28,0.29,0.0,0.42,0.54,0.11,0.07,0.27,1.0
exl.csv,0.72,0.59,0.65,0.7,0.37,0.29,0.32,0.67,0.25,0.28,0.51,0.41,0.48,0.8,1.0
ikvm.csv,0.44,0.86,0.32,0.4,0.54,0.77,0.85,0.35,1.0,0.2,0.39,0.32,0.34,0.15,0.33
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,0.69,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
les-indemodables.csv,0.72,0.45,0.7,0.55,0.66,0.62,0.6,0.54,0.62,0.95,0.59,0.7,0.42,0.59,0.67
lportal.csv,0.05,0.18,0.12,0.0,0.2,0.04,0.0,0.13,0.12,0.73,0.09,0.54,0.08,0.34,0.33
ns-3-dev-def-routing.csv,0.64,0.45,0.78,0.35,0.71,0.62,0.7,0.88,0.62,0.91,0.66,0.89,0.63,0.71,0.67
qpe.csv,0.72,0.32,0.48,0.3,0.57,0.64,0.94,0.79,0.5,0.7,0.6,0.3,0.25,0.39,0.67
sigil.csv,0.74,0.36,0.9,1.0,0.71,0.57,0.74,0.85,0.38,0.94,0.67,0.78,0.46,0.93,0.67
ultimairis.csv,0.59,0.77,1.0,0.55,0.57,0.84,0.66,0.65,1.0,1.0,0.72,0.68,0.66,0.93,1.0
unflobtactical.csv,0.77,0.82,0.72,0.95,0.71,0.58,0.81,0.96,0.62,0.93,0.63,0.95,0.8,0.83,1.0
xbg.csv,0.18,0.18,0.05,0.0,0.37,0.44,0.28,0.15,0.75,0.07,0.02,0.22,0.13,0.1,0.0
