,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,continuum-ide.csv,mia.csv,ontopia.csv,runuomondains.csv,somap.csv,fleet-simulator.csv,tigermud.csv,hydrate.csv
algebsql.csv,0.51,0.83,0.51,0.73,0.32,0.71,0.9,0.26,0.08,0.91,0.11,1.0,1.0,0.8,0.61
continuum-ide.csv,0.58,0.74,0.59,0.0,0.3,0.93,1.0,0.59,0.17,0.92,0.11,0.8,1.0,0.8,0.63
fleet-simulator.csv,0.7,0.89,0.48,0.54,0.33,0.69,0.55,0.3,0.09,0.85,0.13,0.9,1.0,0.63,0.64
hydrate.csv,1.0,1.0,0.61,0.0,0.43,0.0,0.5,0.45,0.0,0.83,0.13,1.0,1.0,0.56,0.72
ivef-sdk.csv,0.69,0.93,0.54,0.83,0.29,1.0,0.24,0.19,0.06,0.9,0.0,0.86,0.0,0.55,0.0
jmri.csv,0.87,0.95,0.63,0.45,0.13,0.97,0.44,0.38,0.1,0.77,0.24,0.92,1.0,1.0,0.64
kdenlive.csv,0.8,0.88,0.52,0.47,0.44,0.6,0.36,0.33,0.09,0.74,0.16,0.95,1.0,0.59,0.68
mia.csv,0.71,0.9,0.5,0.5,0.47,0.93,0.0,0.45,0.26,0.71,0.13,1.0,0.97,0.62,0.65
ontopia.csv,0.76,0.9,0.54,0.57,0.16,0.36,0.37,0.0,0.08,0.94,0.09,0.88,0.82,0.57,0.69
opentibia.csv,0.68,0.96,0.55,0.63,0.34,0.67,0.5,0.46,0.17,0.85,0.15,1.0,0.78,0.59,0.67
runuomondains.csv,0.88,0.97,0.57,0.25,0.2,0.69,0.37,0.38,0.2,0.86,0.39,0.97,0.73,0.43,0.62
somap.csv,0.62,0.88,0.47,0.64,0.38,0.25,0.48,0.3,0.09,0.81,0.11,1.0,0.87,0.62,0.63
taverna.csv,0.78,0.93,0.46,0.6,0.58,0.18,0.57,0.2,0.17,0.78,0.2,1.0,0.86,0.61,0.83
tigermud.csv,0.52,0.8,0.44,0.56,0.36,0.64,0.37,0.32,0.13,0.74,0.14,1.0,0.78,0.67,0.64
x-ray-mule.csv,0.49,0.89,0.48,0.78,0.38,1.0,0.48,0.21,0.0,0.88,0.0,0.88,0.7,0.65,0.0
