,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,580.0,151.5,96.5,96.5,0.0,474.5,0.0,0.0,1030.5,660.0
fityk.csv,394.0,197.5,296.0,99.0,291.5,920.5,97.5,97.5,2127.5,99.0
freenet.csv,295.0,197.5,396.0,99.0,390.5,758.0,99.0,97.5,1379.5,99.0
geogebra.csv,293.0,98.5,197.5,99.0,95.5,183.0,99.0,97.5,585.0,99.0
hibernate.csv,279.5,197.5,197.0,99.0,95.5,277.5,99.0,97.5,1441.5,99.0
itext.csv,194.0,197.5,396.0,97.5,95.5,758.0,99.0,97.5,2366.5,99.0
k3b.csv,95.5,197.5,396.0,99.0,193.0,373.0,99.0,97.5,2367.0,99.0
lamp.csv,91.5,97.5,197.5,99.0,95.5,567.0,99.0,97.5,687.5,99.0
megameknet.csv,487.0,197.5,197.5,99.0,291.5,1700.5,99.0,97.5,491.5,99.0
thout.csv,394.0,382.0,395.5,99.0,488.0,758.0,99.0,97.5,2663.5,99.0
