,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.86,0.0,0.7,0.74,0.41,0.77,0.5,0.5,0.72,0.39,0.65,0.48,0.45
badtrinity-zero.csv,0.36,0.68,0.55,0.45,0.61,0.53,0.47,0.39,0.42,0.75,0.54,0.63,0.36
betoffice.csv,0.4,0.76,0.52,0.64,0.63,0.91,0.61,0.6,0.9,0.89,0.75,0.57,0.86
exordium.csv,0.83,0.83,0.72,0.73,0.77,0.55,0.74,0.48,0.65,0.43,0.79,0.98,0.36
fltk.csv,0.8,0.88,0.71,0.54,0.83,0.53,0.61,0.4,0.61,0.48,0.72,0.94,0.33
gabel.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.5,0.88,0.67,0.67,0.0
genoviz.csv,0.0,0.0,0.5,0.8,0.67,0.86,0.5,0.0,0.67,0.88,0.83,0.67,0.8
irrlicht.csv,0.4,0.38,0.48,0.42,0.63,0.61,0.46,0.35,0.46,0.44,0.51,0.52,0.46
nug.csv,0.81,0.5,0.76,0.95,0.66,0.67,0.83,0.79,0.7,0.57,0.7,0.74,0.38
rezilla.csv,0.42,0.69,0.45,0.5,0.37,0.34,0.48,0.42,0.42,0.45,0.5,0.52,0.32
toped.csv,0.5,0.39,0.53,0.54,0.59,0.78,0.45,0.33,0.77,0.48,0.52,0.54,0.88
xmemcached.csv,0.86,0.48,0.73,0.74,0.64,0.65,0.87,0.76,0.86,0.54,0.86,0.77,0.42
zoolib.csv,0.0,0.67,0.93,0.98,0.9,0.9,0.73,0.71,0.93,0.92,0.95,0.96,0.8
