,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.43,0.0,0.51,0.5,0.52,0.41,1.0,1.0,1.0,0.18,0.76,0.07,0.18
badtrinity-zero.csv,0.28,0.27,1.0,0.67,0.42,0.32,0.35,0.89,0.32,0.12,0.83,0.11,0.11
betoffice.csv,0.31,0.33,0.61,0.63,0.95,0.05,0.18,0.95,0.1,0.07,0.74,0.09,0.0
exordium.csv,0.5,0.33,0.62,0.78,0.46,0.52,1.0,0.9,0.42,0.17,0.9,0.12,0.16
fltk.csv,0.2,0.25,0.68,0.95,0.5,0.36,0.46,0.94,0.19,0.17,0.81,0.12,0.12
gabel.csv,0.0,0.0,0.0,1.0,0.0,0.33,1.0,1.0,0.5,1.0,0.67,0.0,1.0
genoviz.csv,0.0,0.0,1.0,1.0,0.33,0.86,1.0,1.0,0.67,0.12,0.67,0.33,1.0
irrlicht.csv,0.36,0.29,0.46,0.57,0.52,0.32,0.31,0.85,0.26,0.11,0.99,0.09,0.15
nug.csv,1.0,0.26,0.49,0.68,0.55,0.29,0.33,0.68,0.28,0.12,0.8,0.11,0.17
rezilla.csv,0.28,1.0,0.46,0.61,0.49,0.29,0.28,0.82,0.38,0.08,0.81,0.06,0.11
toped.csv,0.32,0.3,0.46,0.55,0.57,0.22,0.25,1.0,0.1,0.08,0.76,0.09,0.12
xmemcached.csv,0.57,0.23,0.48,0.55,0.5,1.0,0.35,0.67,0.27,0.15,0.76,0.12,0.17
zoolib.csv,0.0,0.33,0.47,0.88,0.4,0.9,0.45,0.93,0.47,0.15,0.75,0.96,0.6
