,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.6,0.38,0.63,0.27,0.58,0.52,0.64,0.75,0.39,0.72,0.63,0.57,0.49
echongl.csv,0.65,0.54,0.42,0.6,0.81,0.0,0.58,0.5,0.31,0.28,0.41,0.48,0.22
les-indemodables.csv,0.67,0.51,0.61,0.66,0.64,0.64,0.57,0.61,0.58,0.68,0.26,0.5,0.42
mbse.csv,0.53,0.41,0.5,0.65,0.35,0.78,0.54,0.29,0.61,0.45,0.66,0.67,0.3
ns-3-dev-def-routing.csv,0.63,0.54,0.63,0.05,0.65,0.89,0.63,0.53,0.19,0.62,0.31,0.61,0.57
psycle.csv,0.73,0.63,0.7,0.41,0.64,0.68,0.62,0.64,0.54,0.44,0.38,0.74,0.49
qpe.csv,0.72,0.33,0.44,0.72,0.37,0.0,0.55,0.42,0.34,0.19,0.49,0.53,0.39
simplewebservices.csv,0.34,0.3,0.38,0.0,0.51,0.56,0.27,0.58,0.09,0.09,0.68,0.66,0.0
v8.csv,0.59,0.42,0.44,0.44,0.0,0.0,0.51,0.83,0.67,0.36,0.46,0.22,0.44
wikipediardware.csv,0.68,0.61,0.44,0.17,0.2,0.05,0.49,0.74,0.65,0.46,0.13,0.51,0.79
wxstudio.csv,0.46,0.22,0.29,0.26,0.23,0.8,0.39,0.17,0.68,0.19,0.05,0.45,0.39
xamj.csv,0.59,0.6,0.26,0.09,0.66,0.75,0.39,0.46,0.58,0.52,0.45,0.68,0.66
