,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.0,47.0,36.0,13.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0
cornerstone.csv,6.0,11.0,40.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,2.0,2.0,4.0,25.0,0.0
emeraldemu.csv,85.0,9.0,9.0,11.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
grafx2.csv,1.0,1.0,19.0,75.0,0.0,0.0,2.0,12.0,10.0,1.0,0.0,14.0,1.0,0.0,3.0,0.0,21.0,0.0
jahshakafx.csv,0.0,12.0,21.0,11.0,1.0,0.0,2.0,3.0,9.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0
maya-work-in-progress.csv,17.0,3.0,120.0,1.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,4.0,0.0,0.0,5.0,1.0,37.0,0.0
novembre.csv,3.0,7.0,3.0,10.0,0.0,1.0,0.0,8.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
ns-3.csv,74.0,27.0,26.0,61.0,0.0,0.0,4.0,14.0,2.0,0.0,2.0,14.0,2.0,2.0,0.0,2.0,15.0,0.0
nullc.csv,68.0,3.0,58.0,80.0,0.0,0.0,6.0,4.0,8.0,0.0,1.0,11.0,3.0,2.0,1.0,1.0,38.0,0.0
open-beos.csv,2.0,0.0,41.0,5.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,15.0,3.0,2.0,6.0,1.0,25.0,0.0
pixel-commandos.csv,2.0,18.0,31.0,35.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
planeshift.csv,22.0,23.0,37.0,62.0,1.0,2.0,4.0,1.0,4.0,18.0,2.0,6.0,0.0,1.0,2.0,0.0,50.0,3.0
plee-the-bear.csv,96.0,15.0,0.0,1.0,0.0,0.0,8.0,7.0,5.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,41.0,0.0
reaper-ecad.csv,101.0,3.0,58.0,0.0,0.0,0.0,7.0,7.0,8.0,0.0,0.0,11.0,3.0,0.0,1.0,1.0,40.0,0.0
sbml.csv,2.0,255.0,50.0,9.0,0.0,0.0,2.0,5.0,11.0,8.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,1.0
unimrcp.csv,1.0,20.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,94.0,1.0
unladen-swallow.csv,11.0,0.0,46.0,51.0,1.0,1.0,3.0,6.0,5.0,0.0,2.0,13.0,2.0,2.0,7.0,1.0,94.0,0.0
zxing.csv,11.0,0.0,91.0,14.0,0.0,0.0,2.0,2.0,17.0,9.0,1.0,100.0,0.0,80.0,0.0,4.0,22.0,0.0
