,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.4,0.46,0.53,0.58,0.55,0.62,0.46,0.65,0.69,0.77,0.49,0.58,0.57,0.37,0.55,0.46,0.62,0.92
cornerstone.csv,0.45,0.49,0.55,0.67,0.53,0.47,0.34,0.54,0.73,0.89,0.45,0.51,0.52,0.56,0.54,0.45,0.38,0.83
emeraldemu.csv,0.56,0.58,0.83,0.73,0.46,0.79,0.6,0.63,0.74,0.8,0.4,0.65,0.52,0.57,0.56,0.48,0.77,0.52
grafx2.csv,0.43,0.52,0.5,0.63,0.62,0.74,0.46,0.57,0.66,0.67,0.5,0.52,0.5,0.44,0.45,0.48,0.63,0.49
jahshakafx.csv,0.51,0.63,0.81,0.94,0.73,0.97,0.75,0.71,0.86,0.83,0.67,0.93,0.89,0.75,0.74,0.58,0.92,0.57
maya-work-in-progress.csv,0.38,0.48,0.41,0.51,0.44,0.43,0.32,0.35,0.39,0.52,0.33,0.39,0.32,0.49,0.35,0.36,0.39,0.35
novembre.csv,0.67,0.61,0.62,0.83,0.75,0.86,0.71,0.65,0.97,0.91,0.93,0.86,0.76,0.75,0.75,0.51,0.86,0.93
ns-3.csv,0.44,0.5,0.43,0.62,0.48,0.5,0.35,0.38,0.39,0.66,0.42,0.41,0.38,0.53,0.57,0.36,0.49,0.41
nullc.csv,0.46,0.48,0.4,0.53,0.46,0.45,0.37,0.39,0.43,0.49,0.53,0.45,0.36,0.47,0.4,0.38,0.48,0.33
open-beos.csv,0.44,0.56,0.53,0.65,0.67,0.54,0.38,0.53,0.57,0.83,0.47,0.56,0.45,0.67,0.43,0.47,0.49,0.5
pixel-commandos.csv,0.95,0.71,0.99,0.85,0.83,0.93,0.5,0.98,0.8,0.0,0.5,0.0,0.92,0.67,0.92,0.91,0.75,0.75
planeshift.csv,0.41,0.42,0.48,0.59,0.43,0.44,0.36,0.41,0.43,0.62,0.39,0.41,0.37,0.35,0.41,0.38,0.47,0.35
plee-the-bear.csv,0.84,0.98,0.97,0.5,0.58,0.53,0.44,0.62,0.58,0.59,0.57,0.51,0.58,0.94,0.67,0.79,0.47,0.5
reaper-ecad.csv,0.55,0.91,0.44,0.95,0.55,0.45,0.47,0.54,0.52,0.5,0.52,0.95,0.51,0.88,0.48,0.45,0.5,0.42
sbml.csv,0.35,0.47,0.42,0.43,0.4,0.41,0.34,0.37,0.39,0.54,0.41,0.36,0.33,0.44,0.38,0.37,0.38,0.61
unimrcp.csv,0.7,0.66,0.97,0.9,0.58,0.94,0.8,0.89,0.97,0.88,0.57,0.62,0.96,0.6,0.88,0.64,0.9,0.8
unladen-swallow.csv,0.98,1.0,0.58,0.81,0.91,0.61,0.62,0.69,0.58,0.52,0.94,0.61,0.75,0.82,0.63,0.92,0.6,0.56
zxing.csv,0.46,0.7,0.48,0.63,0.57,0.55,0.56,0.67,0.88,0.54,0.8,0.0,0.53,0.0,0.47,0.41,0.49,0.4
