,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.25,0.32,0.3,0.31,0.09,0.15,0.4,0.13,0.09,0.06,0.34,0.19,0.13,0.11,0.09,0.0,0.21,0.06
cornerstone.csv,0.25,0.26,0.31,0.14,0.09,0.29,0.52,0.25,0.1,0.0,0.04,0.35,0.28,0.82,0.16,0.39,0.49,0.06
emeraldemu.csv,0.61,0.19,0.12,0.2,0.09,0.13,0.25,0.0,0.08,0.02,0.81,0.14,0.24,0.0,0.31,0.2,0.11,0.65
grafx2.csv,0.28,0.6,0.58,0.65,0.64,0.2,0.45,0.21,0.3,0.28,0.51,0.43,0.24,0.0,0.31,0.34,0.47,0.41
jahshakafx.csv,0.01,0.2,0.14,0.09,0.09,0.07,0.22,0.18,0.18,0.0,0.32,0.12,0.15,0.16,0.06,0.13,0.1,0.35
maya-work-in-progress.csv,0.56,0.6,0.62,0.34,0.45,0.53,0.7,0.63,0.56,0.0,0.72,0.66,0.65,0.68,0.81,0.62,0.65,0.35
novembre.csv,0.1,0.18,0.26,0.16,0.0,0.08,0.0,0.18,0.08,0.11,0.06,0.05,0.09,0.05,0.28,0.13,0.12,0.18
ns-3.csv,0.71,0.41,0.8,0.74,0.55,0.0,0.92,0.77,0.57,0.45,0.47,1.0,0.72,1.0,0.59,0.79,0.57,0.47
nullc.csv,0.78,1.0,1.0,1.0,0.09,0.88,0.92,0.8,0.92,0.96,0.36,0.81,0.96,0.5,0.81,0.94,0.82,0.24
open-beos.csv,0.29,0.34,0.29,0.17,0.27,0.51,0.48,0.33,0.01,0.09,0.55,0.43,0.46,0.66,0.72,0.27,0.38,0.24
pixel-commandos.csv,0.02,0.17,0.12,0.34,0.0,0.04,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0
planeshift.csv,0.5,0.58,0.67,0.75,0.45,0.61,0.78,0.6,0.59,0.7,0.64,0.69,0.02,0.21,0.5,0.76,0.77,0.76
plee-the-bear.csv,0.6,0.02,0.0,0.01,1.0,0.75,0.68,0.58,0.69,0.7,0.51,0.66,0.61,0.37,0.72,0.54,0.89,1.0
reaper-ecad.csv,0.85,0.55,0.89,0.0,0.91,0.88,0.55,0.65,0.78,0.94,0.66,0.27,0.65,0.13,0.84,0.69,0.84,0.88
sbml.csv,0.35,0.62,0.57,0.44,0.27,0.48,0.72,0.56,0.53,0.34,0.45,0.43,0.65,0.13,0.06,0.52,0.63,0.18
unimrcp.csv,0.15,0.15,0.09,0.13,0.09,0.05,0.12,0.1,0.04,0.02,0.32,0.01,0.04,0.08,0.0,0.15,0.11,0.18
unladen-swallow.csv,0.14,0.03,0.64,0.51,0.73,0.67,0.45,0.52,0.69,0.89,0.23,0.66,0.41,0.47,0.81,0.48,0.71,0.88
zxing.csv,0.26,0.28,0.45,0.33,0.36,0.37,0.25,0.28,0.11,0.72,0.28,0.01,0.3,0.0,0.34,0.58,0.44,0.0
