,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.44,0.97,0.06,0.34,0.7,0.69,0.61,0.98
chaperon.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.6,1.0
forester-atv.csv,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.97
gephex.csv,0.37,0.61,0.0,0.35,0.8,0.99,1.0,1.0
pokenetonline.csv,0.44,0.52,0.08,0.33,0.98,0.64,0.6,0.98
primefaces.csv,0.26,0.53,0.09,0.3,0.67,0.65,0.98,0.99
rcp-company-uibindings.csv,0.4,0.56,0.08,0.3,0.7,0.63,0.62,1.0
yarp0.csv,0.39,0.25,0.19,1.0,0.72,0.56,0.71,0.97
