,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.64,0.05,0.81,0.72,0.83,0.65,0.69,0.59
chaperon.csv,0.85,1.0,0.0,1.0,1.0,1.0,0.93,0.89
forester-atv.csv,0.0,1.0,1.01,1.0,0.87,0.99,1.01,0.89
gephex.csv,0.75,0.64,1.02,0.66,0.6,0.02,0.88,0.74
pokenetonline.csv,0.7,0.76,0.73,0.68,0.04,0.74,0.8,0.53
primefaces.csv,0.9,0.81,0.65,0.81,0.89,0.75,0.04,0.7
rcp-company-uibindings.csv,0.95,1.0,0.96,1.0,1.0,1.0,0.86,0.0
yarp0.csv,0.86,0.97,0.35,0.12,0.68,0.84,0.56,0.58
