,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.47,0.63,0.5,0.41,0.38,0.58,0.42,0.52
chaperon.csv,0.75,0.0,0.75,0.0,0.0,0.0,0.8,0.96
forester-atv.csv,0.54,0.0,0.83,0.0,0.88,0.0,0.67,0.97
gephex.csv,0.41,0.58,0.67,0.46,0.49,0.47,0.8,0.63
pokenetonline.csv,0.35,0.49,0.53,0.39,0.38,0.37,0.36,0.38
primefaces.csv,0.52,0.57,0.55,0.47,0.44,0.42,0.42,0.7
rcp-company-uibindings.csv,0.33,0.44,0.4,0.39,0.33,0.35,0.32,0.4
yarp0.csv,0.39,0.92,0.57,0.64,0.47,0.81,0.58,0.5
