,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.36,0.14,0.95,0.95,0.6,0.43,0.54,0.29,0.67,0.1,0.21,0.53,0.5,0.32,0.32,0.09
betoffice.csv,0.31,0.61,0.1,0.36,0.38,0.13,0.32,1.0,0.21,0.64,0.21,0.37,0.25,0.3,0.29,0.59
bionote.csv,0.17,0.05,0.2,0.0,0.15,0.13,0.02,0.02,0.17,0.05,0.03,0.02,0.88,0.13,0.18,0.05
bnetd.csv,0.81,0.99,0.75,0.64,0.47,0.65,0.1,0.89,0.65,0.55,0.97,0.98,1.0,0.94,0.64,0.73
emisview.csv,0.14,0.2,0.0,0.82,0.25,0.96,0.07,0.02,0.14,0.0,0.0,0.28,0.38,0.64,0.21,0.05
findbugs.csv,0.38,0.53,0.6,0.36,0.36,0.39,0.17,0.64,0.53,0.41,0.56,0.13,0.75,0.4,1.0,0.5
hazelcast.csv,0.9,0.71,0.6,0.91,1.0,0.96,0.73,0.76,0.91,0.99,0.77,0.95,0.88,0.94,0.71,0.95
jitterbit.csv,0.48,0.75,0.6,0.23,0.42,0.35,0.17,0.22,0.93,0.15,0.62,0.04,0.62,0.32,0.43,0.09
jppf-project.csv,0.88,1.0,0.65,1.0,0.8,0.87,0.76,0.96,0.59,1.0,1.0,1.0,0.75,0.68,0.93,0.68
kolmafia.csv,0.74,0.92,0.6,0.27,0.42,0.43,0.17,0.58,0.52,0.47,0.36,0.86,0.62,0.96,0.46,0.68
megasquirtavr.csv,0.9,1.0,0.65,1.0,0.87,0.96,0.85,0.58,0.7,0.98,1.0,0.86,0.88,0.96,0.89,0.77
qedo.csv,0.12,0.0,0.2,0.18,0.09,0.0,0.1,0.09,0.06,0.0,0.05,0.05,0.0,0.06,0.0,0.95
trackit.csv,0.36,0.18,0.4,0.23,0.38,0.22,0.95,0.04,0.43,0.34,0.36,0.47,0.12,0.28,0.32,0.09
wxlua.csv,0.62,0.95,0.85,0.77,0.87,0.13,0.85,0.87,0.57,1.0,0.69,0.47,0.62,0.43,0.54,0.36
x4x.csv,0.98,0.78,0.15,0.14,0.73,0.0,0.61,0.36,0.32,0.26,0.15,0.48,0.5,0.3,0.18,0.18
xharbour.csv,0.93,1.0,0.85,0.86,0.96,0.91,0.98,0.98,0.94,0.49,0.82,0.78,1.0,0.89,0.96,0.95
