,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.41,0.17,0.35,0.96,0.65,0.46,0.56,0.32,0.63,0.12,0.25,0.31,0.54,0.36,0.36,0.11
betoffice.csv,0.35,0.58,0.12,0.38,0.42,0.16,0.36,0.99,0.24,0.64,0.25,0.39,0.29,0.33,0.32,0.56
bionote.csv,0.2,0.06,0.24,0.0,0.18,0.16,0.02,0.02,0.2,0.06,0.04,0.02,0.9,0.16,0.21,0.06
bnetd.csv,0.63,0.0,0.71,0.62,0.53,0.64,0.12,0.37,0.64,0.54,0.98,0.0,0.8,0.69,0.44,0.32
emisview.csv,0.17,0.24,0.0,0.78,0.29,0.97,0.09,0.02,0.17,0.0,0.0,0.32,0.43,0.59,0.24,0.06
findbugs.csv,0.41,0.57,0.45,0.4,0.31,0.43,0.2,0.53,0.57,0.46,0.48,0.16,0.73,0.44,1.0,0.54
hazelcast.csv,0.48,0.66,0.62,0.67,1.0,0.17,0.44,0.56,0.35,0.0,0.68,0.0,0.41,0.62,0.38,0.67
jitterbit.csv,0.5,0.75,0.42,0.27,0.46,0.39,0.2,0.26,0.94,0.18,0.62,0.05,0.65,0.36,0.47,0.11
jppf-project.csv,0.29,0.0,0.43,0.0,0.71,0.29,0.51,0.09,0.3,0.0,0.0,1.0,0.5,0.61,0.47,0.4
kolmafia.csv,0.64,0.0,0.61,0.31,0.48,0.47,0.2,0.53,0.55,0.48,0.41,0.8,0.62,0.97,0.45,0.58
megasquirtavr.csv,0.67,0.0,0.7,0.0,0.83,0.24,0.47,0.47,0.56,0.0,0.0,0.39,0.24,0.51,0.32,0.56
qedo.csv,0.15,0.0,0.24,0.21,0.11,0.0,0.12,0.11,0.07,0.0,0.06,0.06,0.0,0.07,0.0,0.96
trackit.csv,0.4,0.21,0.45,0.26,0.41,0.25,0.96,0.05,0.45,0.37,0.38,0.48,0.14,0.32,0.36,0.11
wxlua.csv,0.41,0.38,0.2,0.35,0.0,0.16,0.54,0.57,0.54,0.94,0.3,0.49,0.48,0.41,0.5,0.34
x4x.csv,0.98,0.71,0.18,0.17,0.67,0.0,0.45,0.4,0.34,0.29,0.18,0.5,0.47,0.34,0.21,0.21
xharbour.csv,0.0,0.99,0.74,0.54,0.0,0.41,0.5,0.38,0.21,0.49,0.23,0.55,0.17,0.2,0.17,0.3
