,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.17,0.0,0.9,0.0,0.0,0.34,0.35,0.44,0.48,0.12,0.14,0.88,0.21,0.36,0.36,0.29
betoffice.csv,0.25,0.53,0.0,0.54,0.2,0.25,0.35,0.04,0.34,0.38,0.11,0.5,0.35,0.49,0.38,0.52
bionote.csv,0.17,0.0,0.03,0.02,0.1,0.04,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.08,0.11,0.06
bnetd.csv,0.67,1.0,0.4,0.43,0.0,0.4,0.26,0.89,0.38,0.5,0.0,1.0,0.56,0.67,0.8,0.9
emisview.csv,0.0,0.11,0.01,0.35,0.0,0.0,0.09,0.04,0.06,0.0,0.0,0.12,0.19,0.54,0.42,0.08
findbugs.csv,0.42,0.21,0.77,0.26,0.8,0.32,0.09,0.69,0.21,0.12,0.69,0.0,0.33,0.26,0.0,0.24
hazelcast.csv,0.83,0.47,0.29,0.67,0.0,0.96,0.83,0.73,0.9,1.0,0.54,1.0,0.87,0.74,0.87,0.69
jitterbit.csv,0.42,0.26,0.81,0.13,0.3,0.25,0.09,0.24,0.0,0.38,0.4,0.0,0.17,0.28,0.22,0.19
jppf-project.csv,0.92,1.0,0.82,1.0,0.5,0.92,0.78,0.98,0.9,1.0,1.0,0.0,0.79,0.56,0.84,0.85
kolmafia.csv,0.58,1.0,0.32,0.24,0.0,0.25,0.22,0.6,0.25,0.5,0.06,0.38,0.4,0.0,0.58,0.63
megasquirtavr.csv,0.67,1.0,0.0,1.0,0.3,0.94,0.83,0.73,0.69,1.0,1.0,0.88,0.94,0.82,0.91,0.73
qedo.csv,0.0,0.0,0.01,0.11,0.0,0.0,0.22,0.07,0.05,0.0,0.06,0.12,0.1,0.13,0.09,0.0
trackit.csv,0.25,0.53,0.16,0.37,0.4,0.3,0.0,0.11,0.43,0.38,0.51,0.5,0.17,0.21,0.22,0.64
wxlua.csv,0.83,0.89,0.95,0.89,1.0,0.21,0.78,0.76,0.57,0.25,0.91,0.38,0.75,0.67,0.6,0.73
x4x.csv,0.0,0.47,0.04,0.09,0.5,0.09,0.78,0.29,0.5,0.38,0.2,0.38,0.62,0.31,0.29,0.36
xharbour.csv,1.0,0.05,0.52,0.78,1.0,0.87,0.83,0.89,0.95,0.5,0.94,0.75,0.96,0.95,0.96,0.92
