,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.51,0.24,0.36,0.98,0.75,0.39,0.62,0.33,0.46,0.18,0.31,0.66,0.35,0.39,0.34,0.04
betoffice.csv,0.45,0.71,0.18,0.29,0.54,0.15,0.42,0.98,0.2,0.76,0.31,0.52,0.14,0.35,0.3,0.16
bionote.csv,0.27,0.09,0.31,0.0,0.25,0.21,0.05,0.04,0.27,0.09,0.05,0.04,0.93,0.21,0.26,0.05
bnetd.csv,0.81,0.9,0.47,0.5,0.64,0.51,0.16,0.64,0.49,0.69,0.99,0.95,0.36,0.75,0.44,0.13
emisview.csv,0.25,0.32,0.0,0.64,0.41,0.98,0.13,0.04,0.22,0.0,0.0,0.44,0.29,0.61,0.23,0.05
findbugs.csv,0.51,0.67,0.27,0.38,0.48,0.37,0.28,0.55,0.5,0.58,0.52,0.23,0.39,0.5,1.0,0.24
hazelcast.csv,0.84,0.78,0.45,0.55,1.0,0.46,0.67,0.61,0.42,0.95,0.68,0.93,0.23,0.73,0.46,0.2
jitterbit.csv,0.6,0.83,0.26,0.3,0.57,0.36,0.28,0.3,0.97,0.25,0.62,0.08,0.45,0.41,0.48,0.06
jppf-project.csv,0.82,0.9,0.28,0.49,0.85,0.43,0.69,0.65,0.29,0.96,0.69,1.0,0.22,0.63,0.57,0.13
kolmafia.csv,0.78,0.86,0.44,0.31,0.59,0.43,0.26,0.53,0.47,0.62,0.51,0.91,0.29,0.98,0.39,0.16
megasquirtavr.csv,0.86,0.9,0.79,0.49,0.91,0.46,0.74,0.5,0.4,0.95,0.69,0.89,0.22,0.73,0.53,0.16
qedo.csv,0.21,0.0,0.32,0.26,0.17,0.0,0.16,0.15,0.1,0.0,0.09,0.1,0.0,0.11,0.0,0.98
trackit.csv,0.5,0.28,0.4,0.23,0.53,0.23,0.98,0.08,0.34,0.5,0.39,0.62,0.11,0.38,0.38,0.02
wxlua.csv,0.67,0.89,0.32,0.42,0.85,0.16,0.74,0.66,0.37,0.99,0.55,0.62,0.19,0.43,0.43,0.08
x4x.csv,0.99,0.83,0.23,0.21,0.8,0.0,0.6,0.43,0.24,0.4,0.23,0.63,0.18,0.38,0.22,0.07
xharbour.csv,0.84,0.99,0.45,0.49,0.9,0.47,0.8,0.68,0.42,0.64,0.62,0.85,0.24,0.67,0.55,0.16
