,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.33,0.47,0.43,0.28,0.45,0.97,0.28,0.56,0.34,0.16,0.32,0.56,0.49,0.47,0.58
autowikibrowser.csv,0.26,0.63,0.3,0.23,0.53,0.51,0.57,0.55,0.41,0.39,0.31,0.5,1.0,0.51,0.71
blue-c.csv,0.23,0.58,0.56,0.28,0.3,0.49,0.67,0.98,0.27,0.25,0.39,0.55,0.49,0.5,0.41
dynalloy.csv,0.28,0.47,0.97,0.16,0.0,0.45,0.68,0.47,0.38,0.34,0.4,0.42,0.35,0.22,0.33
hydrogen.csv,0.36,0.51,0.26,0.28,0.26,0.38,0.25,0.32,0.97,0.42,0.24,0.23,0.37,0.54,0.47
jcae.csv,0.0,0.12,0.06,0.94,0.0,0.16,0.06,0.0,0.22,0.0,0.29,0.24,0.27,0.08,0.04
lphant.csv,0.25,0.55,0.57,0.24,0.39,0.51,0.53,0.69,0.38,0.41,0.27,1.0,0.56,0.51,0.63
nosleepsoftware.csv,0.33,0.64,0.13,0.26,0.97,0.39,0.26,0.26,0.46,0.41,0.32,0.17,0.48,0.43,0.64
qgo.csv,0.28,1.0,0.26,0.38,0.43,0.47,0.38,0.24,0.43,0.46,0.37,0.45,0.69,0.58,0.59
quickfast.csv,0.2,0.57,0.39,0.2,0.44,0.5,0.51,0.49,0.28,0.35,0.32,0.63,0.69,0.44,0.99
rhex.csv,0.86,0.48,0.23,0.18,0.17,0.32,0.11,0.06,0.11,0.14,0.18,0.0,0.11,0.53,0.08
rocrail.csv,0.35,0.59,0.21,0.4,0.29,0.42,0.27,0.32,0.46,0.49,0.4,0.44,0.42,1.0,0.29
virtuoso.csv,0.16,0.64,0.52,0.22,0.21,0.47,0.55,0.65,0.27,0.95,0.37,0.55,0.6,0.41,0.39
xined.csv,0.3,0.59,0.45,0.13,0.0,0.44,0.26,0.12,0.35,0.26,1.0,0.31,0.21,0.49,0.18
yield.csv,0.2,0.7,0.55,0.26,0.38,0.54,0.98,0.62,0.25,0.42,0.35,0.58,0.7,0.42,0.75
