,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.62,0.36,0.81,0.6,0.6
n2cms.csv,0.4,0.48,0.94,0.68,0.73
nassp.csv,0.81,0.67,0.73,0.24,0.73
nug.csv,0.85,0.7,0.34,0.77,0.92
oorexx.csv,0.78,0.53,0.91,0.42,0.47
