,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,4.0,0.0,3.0,9.0,1.0
n2cms.csv,0.0,5.0,0.0,7.0,0.0
nassp.csv,2.0,7.0,7.0,1.0,0.0
nug.csv,5.0,1.0,0.0,16.0,1.0
oorexx.csv,0.0,1.0,15.0,4.0,0.0
