,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.47,0.54,0.38,0.36,0.61
n2cms.csv,0.67,0.43,0.3,0.41,0.73
nassp.csv,0.29,0.33,0.34,0.67,0.41
nug.csv,0.59,0.29,0.67,0.31,0.74
oorexx.csv,0.32,0.41,0.29,0.52,0.71
