,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.48,0.72,0.5,0.58,0.57
n2cms.csv,0.7,0.69,0.38,0.68,0.61
nassp.csv,0.25,0.41,0.39,0.83,0.32
nug.csv,0.47,0.4,0.76,0.54,0.3
oorexx.csv,0.29,0.72,0.39,0.83,0.68
