,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.34,0.39,0.89,0.15,0.22,0.15,0.65,0.55,0.58,0.22,0.84,0.85,0.53,0.42,0.68,0.29
customsagetv.csv,0.67,0.69,0.0,0.6,0.31,0.08,0.66,0.0,0.09,0.38,0.9,1.0,0.65,0.5,0.67,0.9
fluidium.csv,0.67,0.67,0.0,0.13,0.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.52,0.5,0.7
guineu.csv,0.5,0.34,0.77,0.14,0.14,0.14,0.6,0.44,0.16,0.16,0.94,0.71,0.48,0.42,0.67,0.86
inkscape.csv,0.33,0.49,0.79,0.17,0.37,0.11,0.75,0.41,0.18,0.3,0.94,0.76,0.49,0.44,0.64,0.58
mpqc.csv,0.24,0.2,0.83,0.0,0.08,0.29,0.46,0.35,0.11,0.19,0.93,0.7,0.32,0.36,0.61,0.68
nsis.csv,0.28,0.32,0.86,0.14,0.12,0.21,0.54,0.34,0.17,0.25,1.0,0.83,0.51,0.37,0.61,0.6
octave.csv,0.3,0.39,1.0,0.15,0.33,0.21,0.7,0.45,0.05,0.23,0.88,0.73,0.43,0.43,0.71,0.45
owfs.csv,0.32,0.41,0.89,0.28,0.22,0.1,0.67,0.44,0.26,0.27,0.92,0.84,0.57,0.41,0.67,0.48
owlib.csv,0.36,0.57,1.0,0.22,0.25,0.08,0.62,0.55,0.36,0.3,0.9,0.86,0.67,0.5,0.82,0.51
pamguard.csv,0.38,0.39,0.96,0.22,0.28,0.18,0.64,0.52,0.38,0.31,1.0,1.0,0.6,1.0,0.81,0.11
prelude.csv,0.32,0.4,0.94,0.19,0.18,0.13,0.62,0.45,0.21,0.28,0.88,0.85,0.5,0.48,0.65,0.58
robocode.csv,0.39,0.51,0.0,0.4,0.24,0.13,0.72,0.68,0.22,0.39,0.91,0.82,0.49,0.46,0.65,0.58
uwom-server.csv,0.26,0.35,0.0,0.0,0.27,0.11,0.77,0.42,0.24,0.36,0.91,0.85,0.21,0.44,0.56,0.66
zengine.csv,0.31,0.4,0.88,0.19,0.18,0.17,0.57,0.45,0.17,0.25,0.92,0.97,0.51,0.33,0.64,0.56
zildo.csv,0.43,0.44,0.96,0.17,0.27,0.12,0.63,0.73,0.33,0.29,0.86,0.91,0.75,0.43,0.65,0.79
