,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,1.0,3.0,3.0,2.0,0.0,0.0,5.0,5.0,192.0,13.0,5.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0
all-plasm.csv,0.0,0.0,71.0,44.0,0.0,1.0,6.0,1.0,392.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
awemud.csv,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,798.0,9.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0
buddata-ebxml-registry.csv,2.0,4.0,0.0,1.0,0.0,2.0,12.0,2.0,1904.0,11.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0
bullet.csv,0.0,3.0,0.0,0.0,0.0,1.0,5.0,19.0,444.0,3.0,1.0,42.0,6.0,0.0,0.0,0.0,0.0,5.0,7.0
dvd-create.csv,1.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,1672.0,10.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0
gbif-indexingtoolkit.csv,1.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,603.0,77.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
go.csv,1.0,0.0,2.0,0.0,0.0,3.0,26.0,4.0,1348.0,2.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0
gss.csv,1.0,2.0,0.0,2.0,0.0,1.0,7.0,5.0,1297.0,11.0,0.0,3.0,3.0,0.0,0.0,4.0,2.0,4.0,2.0
jmule.csv,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1451.0,17.0,0.0,49.0,12.0,0.0,3.0,2.0,0.0,2.0,0.0
kwave.csv,1.0,1.0,0.0,29.0,0.0,2.0,8.0,13.0,1044.0,13.0,2.0,27.0,2.0,0.0,0.0,2.0,0.0,5.0,5.0
libarchive.csv,2.0,2.0,4.0,2.0,0.0,0.0,16.0,6.0,310.0,13.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0
linux-ntfs.csv,3.0,3.0,0.0,0.0,1.0,2.0,10.0,6.0,327.0,5.0,1.0,32.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0
lsb.csv,1.0,2.0,0.0,0.0,0.0,2.0,9.0,3.0,775.0,3.0,2.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0
mp-rechnungs-und-kundenverwaltung.csv,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,969.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
qcad2.csv,1.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0,211.0,16.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,5.0,2.0
qtwin.csv,107.0,123.0,71.0,181.0,91.0,87.0,144.0,60.0,0.0,77.0,50.0,367.0,148.0,66.0,49.0,54.0,70.0,116.0,52.0
stemkit.csv,1.0,1.0,71.0,1.0,0.0,1.0,2.0,2.0,63.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
xinity.csv,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,511.0,77.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0
