,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.65,0.8,0.81,0.89,0.67,0.8,0.73,0.77,0.54,0.85,0.74,0.05,0.64,0.64,0.9,0.78,0.86,0.6,0.67
all-plasm.csv,0.73,0.94,1.0,1.03,0.99,0.77,0.55,0.75,0.54,0.72,0.1,0.73,0.63,0.56,0.9,0.59,0.76,0.84,0.69
awemud.csv,0.0,0.56,0.79,0.78,0.56,0.81,0.53,0.76,0.53,0.82,0.68,0.39,0.61,0.7,0.66,0.55,0.66,0.66,0.75
buddata-ebxml-registry.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.92,0.98,0.97,1.03,1.0,0.97,1.0,0.81,0.97,0.0,1.0,1.0
bullet.csv,0.74,0.79,0.95,0.42,0.5,0.05,0.63,0.89,0.73,0.67,0.65,0.63,0.68,0.77,0.76,0.73,0.61,0.54,0.93
dvd-create.csv,0.78,0.83,0.7,0.8,0.01,0.65,0.79,0.73,0.88,0.89,0.73,0.82,0.65,0.67,0.59,0.83,0.6,0.8,0.48
gbif-indexingtoolkit.csv,0.59,0.94,0.98,0.68,0.99,0.83,0.76,0.02,0.72,1.02,0.59,0.5,0.69,0.88,0.78,0.7,0.96,0.67,0.92
go.csv,0.64,0.01,0.71,0.85,0.66,0.7,0.74,0.9,0.79,0.56,0.94,0.83,0.77,0.75,0.97,0.88,0.57,0.57,0.67
gss.csv,0.57,0.66,0.68,0.66,0.73,0.74,0.53,0.68,0.73,0.59,0.89,0.6,0.63,0.73,0.03,0.56,0.81,0.55,0.4
jmule.csv,0.55,0.47,0.58,0.99,0.6,0.68,0.6,0.77,1.0,0.87,0.45,0.88,0.58,0.7,0.67,0.8,0.72,0.62,0.08
kwave.csv,0.69,0.77,0.06,0.74,0.68,0.65,0.75,0.74,0.67,0.77,0.58,0.96,0.72,0.75,0.53,0.79,0.91,0.71,0.7
libarchive.csv,0.67,0.8,0.76,0.64,0.67,0.42,0.71,0.76,0.34,0.75,0.5,0.53,0.61,0.79,0.78,0.59,0.58,0.06,0.53
linux-ntfs.csv,0.62,0.74,0.77,0.65,0.69,0.69,0.61,0.61,0.31,0.69,0.63,0.65,0.61,0.66,0.64,0.03,0.89,0.53,0.87
lsb.csv,0.65,0.94,0.81,0.24,0.8,0.77,0.73,0.71,0.52,0.81,1.0,0.73,0.84,0.9,0.76,0.82,0.29,0.45,0.73
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.83,0.87,1.07,0.97,0.73,0.83,0.71,0.67,0.83,0.7,0.45,0.15,0.75,0.77,0.75,0.85,0.6,0.78
qcad2.csv,0.67,0.97,0.78,0.64,0.79,0.78,0.02,0.59,0.53,0.69,0.67,0.61,0.68,0.7,0.54,0.49,0.76,0.8,0.71
qtwin.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stemkit.csv,0.92,0.95,1.01,0.83,0.98,0.93,0.85,0.82,0.34,0.0,0.86,0.92,0.94,0.83,0.93,0.92,0.97,0.88,0.96
xinity.csv,0.75,0.76,0.88,0.91,0.85,0.79,0.74,0.8,0.87,1.0,0.85,0.74,0.65,0.04,0.67,0.76,0.7,0.8,0.45
