,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.38,0.32,0.38,0.18,0.39,0.21,0.33,0.27,0.5,0.17,0.38,0.95,0.43,0.46,0.1,0.27,0.18,0.41,0.33
all-plasm.csv,0.27,0.06,0.0,0.02,0.01,0.24,0.5,0.36,0.5,0.33,0.9,0.28,0.47,0.54,0.43,0.42,0.24,0.16,0.33
awemud.csv,1.0,0.53,0.25,0.47,0.55,0.43,0.75,0.36,0.83,0.67,0.57,0.72,0.6,0.44,0.63,0.73,0.34,0.45,0.33
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,1.0,1.0,0.76,1.0,1.0,0.98,0.9,1.0,1.0,1.0,0.96
bullet.csv,0.76,0.89,0.62,0.58,0.58,0.99,0.83,0.27,0.33,0.83,0.76,0.71,0.7,0.54,0.7,0.31,0.66,0.69,0.92
dvd-create.csv,0.86,0.9,0.81,0.67,0.99,0.81,0.92,0.73,1.0,1.0,0.71,0.48,0.64,0.73,0.47,0.77,0.4,0.78,0.67
gbif-indexingtoolkit.csv,0.42,0.06,0.06,0.4,0.01,0.18,0.25,1.0,0.33,0.0,0.43,0.54,0.32,0.12,0.23,0.35,0.04,0.39,0.08
go.csv,0.77,0.99,0.44,0.36,0.57,0.45,0.9,0.55,0.67,0.67,0.57,0.3,0.64,0.63,0.63,0.62,0.73,0.67,0.62
gss.csv,0.73,0.65,0.56,0.73,0.53,0.69,0.56,0.45,1.0,0.67,0.62,0.84,0.72,0.68,0.97,0.62,0.36,0.71,0.71
jmule.csv,0.72,0.57,0.5,0.24,0.45,0.36,0.67,0.45,0.33,0.17,0.62,0.28,0.66,0.61,0.4,0.54,0.48,0.47,0.92
kwave.csv,0.56,0.39,0.94,0.44,0.32,0.45,0.48,0.36,0.5,0.33,0.71,0.11,0.4,0.44,0.6,0.35,0.48,0.47,0.42
libarchive.csv,0.46,0.68,0.44,0.8,0.5,0.66,0.33,0.82,0.83,0.67,0.57,0.66,0.7,0.71,0.57,0.46,0.7,0.94,0.71
linux-ntfs.csv,0.53,0.57,0.5,0.38,0.36,0.55,0.56,0.45,1.0,0.5,0.57,0.71,0.64,0.41,0.47,1.0,0.27,0.51,0.58
lsb.csv,0.87,0.94,0.69,0.76,0.8,0.87,0.94,0.73,1.0,0.83,0.95,0.94,0.87,0.85,0.87,0.69,0.85,0.69,0.88
mp-rechnungs-und-kundenverwaltung.csv,0.14,0.25,0.25,0.58,0.03,0.31,0.19,0.36,0.5,0.17,0.33,0.63,0.85,0.32,0.23,0.54,0.15,0.41,0.25
qcad2.csv,0.37,0.67,0.38,0.76,0.68,0.22,0.98,0.55,0.5,0.83,0.38,0.71,0.53,0.41,0.8,0.62,0.24,0.73,0.29
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stemkit.csv,0.08,0.05,0.0,0.18,0.03,0.07,0.15,0.18,0.67,1.0,0.14,0.08,0.06,0.17,0.07,0.08,0.03,0.12,0.04
xinity.csv,0.26,0.24,0.12,0.09,0.15,0.22,0.29,0.27,0.17,0.0,0.24,0.27,0.49,1.0,0.5,0.27,0.34,0.2,0.62
