,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.2,0.42,0.52,0.33,0.28,0.14,0.29,0.26,0.2,0.18,0.4,0.01,0.27,0.35,0.0,0.28,0.25,0.12,0.1
all-plasm.csv,0.07,0.0,0.04,0.34,0.0,0.1,0.24,0.4,0.21,0.28,0.0,0.14,0.33,0.31,0.7,0.1,0.0,0.06,0.17
awemud.csv,0.0,0.31,0.23,0.57,0.33,0.57,0.46,0.42,0.5,0.75,0.53,0.27,0.45,0.42,0.55,0.48,0.0,0.37,0.34
buddata-ebxml-registry.csv,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.9,0.98,0.97,1.0,1.0,0.97,1.0,0.8,0.97,0.0,1.0,1.0
bullet.csv,0.7,0.78,0.88,0.01,0.28,0.05,0.61,0.52,0.3,0.65,0.6,0.56,0.61,0.62,0.7,0.24,0.5,0.44,0.93
dvd-create.csv,0.77,0.82,0.68,0.72,0.0,0.62,0.78,0.68,0.88,0.89,0.67,0.63,0.54,0.62,0.25,0.79,0.0,0.76,0.34
gbif-indexingtoolkit.csv,0.1,0.04,0.29,0.33,0.0,0.14,0.14,0.02,0.28,0.19,0.13,0.2,0.13,0.08,0.15,0.24,0.0,0.28,0.1
go.csv,0.6,0.0,0.43,0.55,0.5,0.43,0.73,0.78,0.72,0.44,0.83,0.44,0.68,0.65,0.9,0.79,0.5,0.47,0.55
gss.csv,0.5,0.56,0.52,0.6,0.56,0.67,0.3,0.4,0.73,0.49,0.8,0.58,0.57,0.65,0.0,0.41,0.5,0.47,0.28
jmule.csv,0.47,0.18,0.29,0.64,0.22,0.24,0.49,0.54,0.75,0.24,0.23,0.51,0.47,0.58,0.3,0.66,0.5,0.32,0.0
kwave.csv,0.53,0.47,0.0,0.5,0.11,0.33,0.55,0.38,0.45,0.39,0.5,0.37,0.41,0.5,0.35,0.45,0.75,0.47,0.38
libarchive.csv,0.4,0.73,0.52,0.61,0.44,0.24,0.24,0.74,0.3,0.67,0.27,0.41,0.53,0.73,0.65,0.24,0.5,0.0,0.45
linux-ntfs.csv,0.4,0.6,0.59,0.18,0.28,0.52,0.42,0.28,0.31,0.47,0.47,0.58,0.49,0.31,0.35,0.03,0.5,0.21,0.76
lsb.csv,0.63,0.93,0.75,0.01,0.78,0.76,0.73,0.66,0.52,0.79,1.0,0.73,0.83,0.88,0.75,0.76,0.25,0.32,0.72
mp-rechnungs-und-kundenverwaltung.csv,0.07,0.36,0.45,0.99,0.0,0.24,0.19,0.32,0.45,0.01,0.2,0.26,0.01,0.31,0.0,0.59,0.0,0.1,0.21
qcad2.csv,0.23,0.91,0.46,0.59,0.72,0.1,0.0,0.38,0.19,0.67,0.27,0.53,0.5,0.38,0.5,0.31,0.0,0.75,0.07
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stemkit.csv,0.03,0.07,0.16,0.12,0.11,0.05,0.03,0.06,0.07,0.0,0.07,0.03,0.03,0.08,0.0,0.0,0.0,0.03,0.03
xinity.csv,0.1,0.09,0.05,0.0,0.06,0.14,0.21,0.34,0.24,0.04,0.37,0.15,0.4,0.04,0.45,0.21,0.25,0.12,0.24
