,recall,precision,pf,wins
acdk.csv,0.33,0.57,0.26,11
all-plasm.csv,0.33,0.62,0.14,18
awemud.csv,0.55,0.47,0.42,9
buddata-ebxml-registry.csv,1.0,0.42,1.0,1
bullet.csv,0.7,0.53,0.6,8
dvd-create.csv,0.77,0.43,0.68,2
gbif-indexingtoolkit.csv,0.25,0.56,0.14,16
go.csv,0.63,0.41,0.55,3
gss.csv,0.68,0.52,0.52,10
jmule.csv,0.48,0.51,0.47,6
kwave.csv,0.44,0.48,0.45,4
libarchive.csv,0.67,0.57,0.45,14
linux-ntfs.csv,0.53,0.46,0.42,7
lsb.csv,0.87,0.5,0.75,5
mp-rechnungs-und-kundenverwaltung.csv,0.31,0.54,0.21,12
qcad2.csv,0.55,0.56,0.38,13
qtwin.csv,0.0,0.0,0.0,0
stemkit.csv,0.08,0.6,0.03,17
xinity.csv,0.26,0.56,0.15,15
