,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.76,0.79,0.5,0.71,0.38,0.57,0.64,0.69,0.98,0.41,0.83,0.41,0.43,0.8,0.77,0.41,0.56,0.54,0.85
bulmages.csv,0.64,0.62,0.75,0.9,0.88,0.89,0.92,0.9,0.75,0.38,0.7,0.38,0.0,0.5,0.0,0.43,0.71,0.52,0.83
forester-atv.csv,0.88,0.43,0.29,0.83,0.47,0.91,0.94,0.64,0.97,0.91,0.95,0.67,0.5,0.89,0.92,0.5,0.0,0.71,0.0
google-collections.csv,0.43,0.35,0.27,0.33,0.36,0.36,0.36,0.4,0.41,0.36,0.39,0.44,0.29,0.38,0.37,0.48,0.44,0.45,0.36
hannosset.csv,0.92,0.63,0.93,0.76,0.92,0.61,0.97,0.64,0.98,0.75,0.84,0.95,0.77,0.89,0.79,0.88,0.96,0.75,0.54
jbpm.csv,0.5,0.0,0.0,0.91,0.75,0.67,0.97,0.0,0.76,0.0,0.5,0.0,0.83,0.0,0.0,0.0,0.0,0.8,0.83
mevenide.csv,0.71,0.72,0.5,0.9,0.75,0.92,0.97,0.0,0.97,0.69,0.77,0.86,0.75,0.69,0.75,0.75,0.5,0.72,0.83
nassp.csv,0.65,0.41,0.0,0.75,0.89,0.7,0.97,0.65,0.97,0.53,0.95,0.79,0.58,0.8,0.83,0.71,0.64,0.8,0.8
open-media-library.csv,0.52,0.93,0.27,0.51,0.36,0.42,0.63,0.51,0.47,0.5,0.53,0.43,0.35,0.4,0.37,0.44,0.43,0.53,0.89
opendvr.csv,0.88,0.93,0.28,0.33,0.3,0.5,0.56,0.9,0.58,0.8,0.54,0.95,0.3,0.62,0.94,0.55,0.7,0.94,0.9
openefm.csv,0.53,0.86,0.43,0.82,0.94,0.54,0.92,0.5,0.66,0.92,0.56,0.46,0.86,0.52,0.49,0.94,0.52,0.52,0.93
oppna-program-hsatools.csv,0.48,0.45,0.27,0.45,0.46,0.47,0.37,0.59,0.5,0.35,0.46,0.38,0.88,0.39,0.87,0.38,0.6,0.45,0.37
paintown.csv,0.43,0.42,0.27,0.42,0.38,0.39,0.46,0.61,0.41,0.36,0.42,0.39,0.3,0.38,0.65,0.39,0.55,0.45,0.4
projectfactory.csv,0.55,0.81,0.39,0.56,0.34,0.51,0.9,0.53,0.5,0.54,0.53,0.55,0.37,0.55,0.44,0.43,0.53,0.52,0.55
smbopensoft.csv,0.52,0.44,0.4,0.38,0.32,0.43,0.54,0.43,0.45,0.47,0.58,0.7,0.29,0.55,0.39,0.6,0.45,0.88,0.58
st-filteredstatistics.csv,0.41,0.55,0.28,0.33,0.42,0.43,0.35,0.43,0.42,0.38,0.46,0.45,0.34,0.38,0.41,0.42,0.47,0.47,0.34
thedata.csv,0.48,0.5,0.27,0.74,0.5,0.46,0.41,0.55,0.58,0.36,0.56,0.37,0.43,0.44,0.35,0.39,0.44,0.64,0.83
trackit.csv,0.74,0.88,0.5,0.62,0.85,0.93,0.98,0.54,0.99,0.86,0.74,0.97,0.37,0.83,0.44,0.93,0.76,0.0,0.86
wxstudio.csv,0.82,0.39,0.9,0.48,0.85,0.92,0.45,0.56,0.94,0.89,0.45,0.86,0.83,0.91,0.94,0.53,0.88,0.89,0.35
