,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.37,0.07,0.17,0.23,0.97,0.18
l2j.csv,0.73,0.59,0.38,0.65,0.49,1.0
mule.csv,0.99,0.35,0.27,0.59,0.43,0.46
springside.csv,0.69,1.0,0.34,0.63,0.47,0.39
swtfox.csv,0.34,0.38,0.99,0.11,0.31,0.51
twostep.csv,0.65,0.48,0.52,1.0,0.41,0.77
